@relation 'nyc_listings - cleaned-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute neighbourhood_group {Brooklyn,Queens,Bronx,Manhattan,'Staten Island'}
@attribute neighbourhood {Greenpoint,Kensington,Ridgewood,'Mott Haven','Morningside Heights','East Village','Prospect Heights',Bedford-Stuyvesant,Midtown,'Sunset Park','Park Slope','Upper West Side','South Slope',Williamsburg,Gowanus,Bushwick,'Upper East Side','Crown Heights','Ditmars Steinway','Middle Village','East Harlem','Fort Greene',Harlem,Jamaica,'Hells Kitchen','Clinton Hill',Flatbush,Chelsea,'Long Island City','Brooklyn Heights','Lower East Side','Flatiron District','Rockaway Beach','Windsor Terrace',Chi0town,Tribeca,'Washington Heights','Greenwich Village','Fi0ncial District','Kips Bay','Clason Point',Eastchester,'Carroll Gardens','West Village',Nolita,'Forest Hills','Murray Hill','East Flatbush','Boerum Hill',Astoria,Sunnyside,'St. George',Gravesend,Kingsbridge,Gramercy,Allerton,'University Heights','Richmond Hill','East New York','Little Italy','Prospect-Lefferts Gardens',Arrochar,SoHo,'Stuyvesant Town',Elmhurst,'Theater District','Sheepshead Bay','Rego Park','Emerson Hill',Bayside,Bensonhurst,Woodside,'Shore Acres','Spuyten Duyvil',Briarwood,'Battery Park City',Maspeth,'Brighton Beach','Two Bridges','Fort Hamilton','Cobble Hill','Jackson Heights','New Springville',Longwood,Inwood,NoHo,Flushing,DUMBO,'Columbia St',Tottenville,'Cypress Hills','Mariners Harbor','East Elmhurst','Kew Gardens','Downtown Brooklyn',Concord,Melrose,'College Point','City Island','Bay Ridge','Red Hook','Vinegar Hill',Glendale,Concourse,'Port Morris',Flatlands,Arverne,Ca0rsie,'Queens Village',Williamsbridge,Soundview,Woodhaven,Parkchester,Bronxdale,'Ozone Park','Bay Terrace',Fordham,Norwood,Clifton,'Claremont Village','Concourse Village','Borough Park',Fieldston,Huguenot,'Mount Hope','Howard Beach',Wakefield,Midwood,'0vy Yard',Brownsville,'Civic Center','Lighthouse Hill','Roosevelt Island','South Ozone Park',Unionport,'Randall Manor','Jamaica Estates','Kew Gardens Hills',Bellerose,'Fresh Meadows','Morris Park','East Morrisania','Springfield Gardens',Tremont,'Far Rockaway','St. Albans',Coro0,'West Brighton','Manhattan Beach','Marble Hill','Dongan Hills',Belmont,'Castleton Corners',Laurelton,'Hunts Point','Great Kills','Pelham Bay','Silver Lake',Riverdale,Morrisania,'Grymes Hill',Holliswood,Tompkinsville,'Morris Heights',Edgemere,'New Brighton','Pelham Gardens',Baychester,'Mill Basin','Sea Gate','Bergen Beach',Stapleton,'Cambria Heights',Richmondtown,'Dyker Heights',Olinville,'Throgs Neck','Coney Island',Rosedale,'Howland Hook',Highbridge,'South Beach','Bath Beach','Midland Beach',Oakwood,Eltingville,Hollis,Schuylerville,Edenwald,'North Riverdale','Mount Eden',Neponsit,'Fort Wadsworth','Westchester Square','Van Nest',Rosebank,Woodlawn,'Grant City','New Dorp','Port Richmond','Country Club',Bayswater,Willowbrook,Douglaston,'New Dorp Beach','Todt Hill','West Farms','Little Neck',Whitestone,'Arden Heights','Co-op City','Jamaica Hills','Princes Bay','Bulls Head','Castle Hill','Belle Harbor',Westerleigh,'Chelsea, Staten Island','Gerritsen Beach','Breezy Point',Graniteville,Woodrow,'Hollis Hills','Port Ivory','Rockaway Park','Freshkills Park','Floral Park','Ellis Island',Bloomfield,'Ferry Point Park','Park Hill','Pelham Islands','Broad Channel','Pelham Bay Park','Van Cortlandt Park','LaGuardia Airport','Marine Park','Flushing Meadows Coro0 Park','Forest Park','Bronx Park','Croto0 Park','Green-Wood Cemetery','Prospect Park','Central Park'}
@attribute latitude numeric
@attribute longitude numeric
@attribute room_type {'Hotel room','Private room','Entire home/apt','Shared room'}
@attribute number_of_reviews numeric
@attribute days_since_last_review numeric
@attribute reviews_per_month numeric
@attribute calculated_host_listings_count numeric
@attribute availability_365 numeric
@attribute number_of_reviews_ltm numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
Manhattan,Harlem,40.80207,-73.95202,'Private room',3,43689,0.07,2,0,0,0.130781,4.66371,3.547994,65
Manhattan,Harlem,40.81283,-73.94194,'Private room',9,44469,0.18,111,326,1,0.115755,4.51433,4.468759,67
Manhattan,Harlem,40.81306,-73.94232,'Private room',9,44556,0.18,111,312,1,0.116912,4.540375,4.471227,67
Queens,Sunnyside,40.73517,-73.92008,'Private room',50,44807,0.97,6,0,25,0.556672,3.889914,3.903867,59
Queens,Sunnyside,40.73492,-73.91991,'Private room',59,44803,1.14,6,344,21,0.572323,3.896632,3.919338,50
Manhattan,'West Village',40.73825,-74.00835,'Entire home/apt',5,44802,0.99,1,3,5,0.33229,7.884287,1.847598,185
Bronx,'Mott Haven',40.80999,-73.91171,'Entire home/apt',6,44637,0.61,1,0,6,0.238038,3.111257,5.394544,150
Brooklyn,Bushwick,40.70145,-73.92539,'Private room',79,43913,1.58,4,0,0,0.266745,5.968835,5.098703,50
Brooklyn,Bushwick,40.69165,-73.90554,'Private room',6,43365,0.12,1,0,0,0.210575,6.170841,6.326121,45
Manhattan,Midtown,40.76612,-73.98273,'Entire home/apt',10,44684,0.2,3,235,4,0.153076,6.061658,0.580334,125
Brooklyn,'Park Slope',40.67269,-73.98567,'Entire home/apt',1,43260,0.02,1,0,0,0.191909,9.492939,5.886397,200
Brooklyn,Williamsburg,40.70794,-73.93511,'Entire home/apt',50,44795,1.28,1,60,16,0.163444,5.872615,4.41596,314
Brooklyn,Flatbush,40.65154,-73.96187,'Private room',0,44880,0,1,0,0,0.090953,9.946654,7.458184,35
Brooklyn,'Crown Heights',40.67749,-73.95139,'Entire home/apt',20,43464,0.39,1,0,0,0.210111,8.114269,5.859069,250
Bronx,'Pelham Bay',40.85496,-73.82958,'Entire home/apt',5,44195,0.1,3,320,0,0.18988,5.857065,10.827485,195
Manhattan,'East Harlem',40.79474,-73.93721,'Private room',7,44809,0.15,3,51,2,0.360425,3.729713,3.657645,190
Brooklyn,Greenpoint,40.72883,-73.96002,'Entire home/apt',2,44581,0.15,1,104,1,0.348709,5.824345,2.446741,190
Manhattan,'Upper West Side',40.78577,-73.97204,'Entire home/apt',107,44785,3.15,1,0,50,0.175387,5.461701,2.052232,450
Brooklyn,Bedford-Stuyvesant,40.6927,-73.94513,'Entire home/apt',159,44782,3.11,7,297,57,0.252469,7.048256,5.015958,82
Brooklyn,Bedford-Stuyvesant,40.68806,-73.95336,'Private room',5,44803,1.72,2,44,5,0.108484,7.568016,5.135017,157
Manhattan,'Hells Kitchen',40.75778,-73.99327,'Entire home/apt',22,44796,0.46,1,188,7,0.195739,6.72361,0.424513,512
Brooklyn,'Borough Park',40.64533,-73.99868,'Private room',114,43922,2.2,1,0,0,0.244366,9.837201,7.807465,79
Brooklyn,'East Flatbush',40.63764,-73.93239,'Entire home/apt',107,44790,2.06,1,350,10,0.883701,8.358716,8.796547,125
Queens,Ridgewood,40.70524,-73.90222,'Entire home/apt',21,44801,0.41,3,90,2,0.073779,5.221969,5.824844,159
Manhattan,SoHo,40.72151,-74.00019,'Private room',116,43860,2.25,1,0,0,0.167002,7.956025,2.642478,116
Brooklyn,Williamsburg,40.71397,-73.94185,'Entire home/apt',135,44783,2.63,2,61,28,0.121739,5.773353,3.861339,250
Manhattan,'Upper East Side',40.77611,-73.95152,'Entire home/apt',30,43751,0.59,1,0,0,0.121596,4.309851,2.236882,160
Bronx,'Pelham Gardens',40.8605,-73.83927,'Entire home/apt',218,44807,4.22,1,155,59,0.733993,6.028929,10.666163,128
Brooklyn,'Sheepshead Bay',40.60078,-73.95111,'Private room',8,43833,0.2,2,0,0,0.276027,9.751965,11.009484,65
Brooklyn,Greenpoint,40.7268,-73.95183,'Entire home/apt',2,44316,0.04,1,0,0,0.163932,5.550545,2.830936,250
Brooklyn,Flatlands,40.62979,-73.91918,'Entire home/apt',121,44420,2.35,1,1,0,1.499759,7.665535,9.558899,140
Brooklyn,Bedford-Stuyvesant,40.68261,-73.91896,'Entire home/apt',85,44808,1.64,1,365,3,0.279742,7.000366,6.345011,1100
Manhattan,Chi0town,40.71535,-73.9921,'Entire home/apt',12,44314,0.24,2,56,0,0.147191,7.796544,2.964831,200
Manhattan,'Upper West Side',40.78071,-73.97944,'Shared room',57,44801,1.12,1,310,17,0.20817,5.838656,1.601542,74
Brooklyn,Williamsburg,40.71618,-73.94071,'Entire home/apt',98,44792,1.91,1,18,48,0.208395,5.617602,3.782487,619
Brooklyn,'Prospect-Lefferts Gardens',40.66135,-73.94381,'Private room',138,44376,2.68,1,9,0,0.390324,8.889076,7.046629,80
Brooklyn,Brownsville,40.66513,-73.91682,'Private room',31,44808,0.64,4,350,17,0.24985,7.713978,7.424608,60
Manhattan,'Upper West Side',40.79289,-73.97665,'Entire home/apt',201,44809,3.9,1,8,73,0.246692,5.783536,2.455426,165
Queens,Sunnyside,40.74104,-73.92636,'Private room',47,44804,0.9,1,95,5,0.228362,3.852506,3.434558,65
Manhattan,'Washington Heights',40.85178,-73.93654,'Entire home/apt',1,43254,0.02,1,0,0,0.078244,6.218627,7.001257,100
Queens,Woodside,40.74068,-73.89156,'Private room',100,43907,1.94,2,0,0,0.40457,2.724235,5.26651,50
Brooklyn,Bedford-Stuyvesant,40.68604,-73.92723,'Entire home/apt',2,43268,0.04,1,0,0,0.369526,6.961451,5.897102,99
Manhattan,'Morningside Heights',40.80208,-73.95968,'Entire home/apt',0,44880,0,1,0,0,0.135827,5.055179,3.352358,200
Manhattan,SoHo,40.72644,-74.0006,'Entire home/apt',76,44781,1.49,2,75,7,0.172018,7.81743,2.328487,256
Queens,'East Elmhurst',40.76874,-73.87813,'Entire home/apt',390,44647,7.48,3,0,55,1.405351,0.657219,5.909055,129
Bronx,Kingsbridge,40.879,-73.90223,'Private room',3,43959,0.06,2,159,0,0.142525,7.208201,9.506674,45
Bronx,Morrisania,40.8292,-73.9093,'Entire home/apt',99,44794,2.11,1,160,29,0.589914,4.109768,6.43782,163
Brooklyn,Bushwick,40.69761,-73.92179,'Private room',20,43395,0.39,1,0,0,0.13425,6.113296,5.428035,59
Brooklyn,Williamsburg,40.71911,-73.95978,'Entire home/apt',20,43976,0.4,1,0,0,0.216267,6.222911,3.02866,175
Manhattan,'East Village',40.72598,-73.97582,'Private room',24,44466,0.46,4,151,1,0.470307,6.65238,2.271718,180
Brooklyn,Bushwick,40.69226,-73.92261,'Entire home/apt',15,44493,0.48,3,155,5,0.1863,6.465729,5.689181,120
Brooklyn,Ca0rsie,40.63782,-73.90037,'Private room',24,44739,0.47,3,347,9,0.614856,6.610447,9.506263,68
Brooklyn,'East Flatbush',40.64962,-73.93692,'Private room',99,44794,1.93,3,252,28,0.689752,8.633706,7.934693,72
Queens,Elmhurst,40.73705,-73.87849,'Private room',2,43296,0.04,1,0,0,0.071192,2.788904,6.018911,88
Brooklyn,Bedford-Stuyvesant,40.68786,-73.92713,'Entire home/apt',127,44803,2.45,1,11,35,0.29649,6.845819,5.794764,200
Queens,'Long Island City',40.75168,-73.94023,'Entire home/apt',4,43830,0.09,1,0,0,0.072151,4.091081,2.509915,275
Manhattan,'Upper East Side',40.76599,-73.96752,'Entire home/apt',28,44394,0.55,4,0,0,0.12272,5.240186,1.125919,750
Brooklyn,Bushwick,40.68934,-73.90619,'Private room',93,44670,1.81,4,0,1,0.126138,6.333667,6.418412,45
Queens,'Ozone Park',40.68307,-73.84392,'Entire home/apt',22,44723,0.48,4,2,1,0.182266,4.637029,9.299876,120
Manhattan,Gramercy,40.73655,-73.98787,'Entire home/apt',65,44780,1.27,1,0,17,0.153039,6.890577,1.485696,280
Queens,'Queens Village',40.72183,-73.73607,'Entire home/apt',65,44777,1.25,3,0,6,2.682904,6.155354,13.845667,99
Manhattan,'Hells Kitchen',40.76473,-73.98896,'Shared room',29,43764,0.56,1,0,0,0.225881,6.411409,0.501327,69
Manhattan,'Upper East Side',40.77595,-73.95559,'Entire home/apt',1,43524,0.02,453,217,0,0.244398,4.532237,2.049628,312
Brooklyn,Bedford-Stuyvesant,40.69189,-73.9331,'Entire home/apt',0,44880,0,1,35,0,0.265819,6.749937,5.384575,150
Brooklyn,Bedford-Stuyvesant,40.68819,-73.94712,'Private room',4,43466,0.08,1,0,0,0.36334,7.367219,5.252975,60
Manhattan,'Upper West Side',40.76937,-73.98579,'Private room',203,44165,3.9,1,0,0,0.2246,6.203901,0.78469,60
Queens,'Queens Village',40.71136,-73.74145,'Entire home/apt',177,44807,3.42,1,80,70,2.314939,5.375512,13.708233,129
Manhattan,'Upper East Side',40.77741,-73.96258,'Entire home/apt',180,44803,3.49,1,172,53,0.300361,4.913093,1.83297,471
Queens,'Rego Park',40.72728,-73.85563,'Private room',43,43583,0.83,1,64,0,0.160382,3.566817,7.400941,40
Manhattan,'Upper East Side',40.76743,-73.95328,'Shared room',7,43443,0.14,1,0,0,0.293182,4.456563,1.875686,70
Queens,'Long Island City',40.74581,-73.95336,'Entire home/apt',7,44782,0.15,1,281,3,0.220027,4.912837,1.946007,600
Queens,Sunnyside,40.74291,-73.9158,'Private room',3,44807,0.1,1,14,2,0.144684,3.340959,3.945486,39
Brooklyn,Williamsburg,40.71768,-73.95878,'Entire home/apt',20,43902,0.39,2,0,0,0.120642,6.245678,3.1414,99
Manhattan,Gramercy,40.73818,-73.98375,'Entire home/apt',2,43323,0.04,1,0,0,0.194162,6.639333,1.370914,195
Brooklyn,Ca0rsie,40.63328,-73.90796,'Entire home/apt',34,43877,0.66,1,186,0,0.981235,7.036786,9.590715,140
Brooklyn,'South Slope',40.66611,-73.98536,'Private room',0,44880,0,1,0,0,0.279096,9.831648,6.340415,40
Manhattan,Midtown,40.75847,-73.96579,'Shared room',1,43729,0.03,1,0,0,0.192083,5.249878,1.076655,165
Brooklyn,Williamsburg,40.70852,-73.95416,'Private room',6,43307,0.12,2,0,0,0.118304,6.502995,3.818939,79
Manhattan,'West Village',40.73254,-74.00371,'Entire home/apt',30,44773,0.58,1,281,2,0.075038,7.793808,2.018589,216
Brooklyn,Bushwick,40.6971,-73.90892,'Entire home/apt',59,44793,1.16,1,9,15,0.198404,5.871889,5.927955,110
Manhattan,Harlem,40.79918,-73.95279,'Private room',11,44766,0.68,1,255,9,0.053347,4.633782,3.35609,70
Brooklyn,'East Flatbush',40.6418,-73.93255,'Entire home/apt',77,44801,1.52,2,137,12,0.868954,8.368097,8.52311,144
Brooklyn,Bushwick,40.68758,-73.9136,'Private room',5,43374,0.1,1,0,0,0.184361,6.576499,6.246689,40
Manhattan,'Kips Bay',40.74455,-73.97955,'Entire home/apt',2,43299,0.04,1,0,0,0.173728,6.259101,0.983269,90
Manhattan,'Washington Heights',40.84594,-73.94244,'Private room',1,43264,0.02,1,0,0,0.179833,6.086009,6.507418,80
Manhattan,'Two Bridges',40.71269,-73.99513,'Private room',144,44797,2.78,8,74,49,0.282128,8.035709,3.170296,125
Manhattan,Chi0town,40.71488,-73.99535,'Private room',218,44787,4.24,8,94,53,0.24944,7.963109,3.023496,115
Queens,'Kew Gardens Hills',40.72388,-73.81677,'Entire home/apt',189,44795,3.67,1,3,38,1.006424,4.777695,9.508717,92
Brooklyn,'Sunset Park',40.66221,-73.99437,'Entire home/apt',15,43831,0.29,1,0,0,0.2357,9.745242,6.62723,180
Manhattan,'Two Bridges',40.7127,-73.99711,'Private room',187,44794,3.61,8,0,49,0.345769,8.125559,3.189332,145
Queens,Elmhurst,40.74362,-73.88171,'Private room',94,44809,1.84,5,282,28,0.088048,2.369776,5.753142,55
Brooklyn,Bushwick,40.68714,-73.91556,'Entire home/apt',130,44803,2.51,2,246,37,0.07727,6.64209,6.203894,173
Bronx,Edenwald,40.89077,-73.83536,'Entire home/apt',119,44458,2.28,1,0,1,0.300191,8.095851,12.293399,150
Brooklyn,Bedford-Stuyvesant,40.68918,-73.9288,'Shared room',21,43373,0.41,2,0,0,0.275906,6.804552,5.668608,30
Queens,'Springfield Gardens',40.66574,-73.77794,'Private room',7,43647,0.13,1,0,0,2.807407,1.815774,12.998346,80
Brooklyn,'Crown Heights',40.67665,-73.91814,'Entire home/apt',2,43737,0.06,1,0,0,0.208165,7.370048,6.710743,160
Brooklyn,Bushwick,40.68765,-73.90816,'Private room',99,44793,1.94,4,0,21,0.244272,6.476799,6.433856,65
Manhattan,SoHo,40.72668,-74.00484,'Private room',50,44795,1.03,1,44,15,0.067755,8.017857,2.405271,288
Brooklyn,Williamsburg,40.71556,-73.95432,'Entire home/apt',26,44427,0.55,1,0,0,0.169693,6.164325,3.387263,165
Manhattan,'Upper East Side',40.76953,-73.95466,'Entire home/apt',30,43665,0.59,1,0,0,0.208258,4.511778,1.862345,200
Queens,'Kew Gardens Hills',40.72206,-73.82188,'Entire home/apt',0,44880,0,1,0,0,0.722164,4.705645,9.271453,160
Bronx,Belmont,40.85774,-73.88451,'Private room',9,43314,0.18,2,0,0,0.763358,5.595265,8.818591,20
Manhattan,'Upper East Side',40.77497,-73.94784,'Private room',4,43907,0.09,2,310,0,0.293015,4.111146,2.366259,68
Brooklyn,Williamsburg,40.71949,-73.94029,'Entire home/apt',95,43611,1.85,1,0,0,0.393407,5.432899,3.626842,185
Brooklyn,Gowanus,40.68489,-73.98863,'Entire home/apt',0,44880,0,1,0,0,0.143435,8.983628,5.047484,200
Manhattan,'East Harlem',40.79277,-73.94161,'Private room',7,44530,0.14,111,268,2,0.211849,3.918288,3.390948,67
Brooklyn,Bedford-Stuyvesant,40.68392,-73.92609,'Entire home/apt',0,44880,0,1,0,0,0.403708,7.06795,6.053907,195
Manhattan,'Upper East Side',40.7829,-73.95364,'Entire home/apt',6,43856,0.14,1,0,0,0.237221,4.442398,2.444979,110
Brooklyn,Greenpoint,40.73263,-73.95918,'Entire home/apt',22,44763,1.31,2,326,16,0.276132,5.639667,2.264847,396
Manhattan,Chelsea,40.73581,-73.99304,'Entire home/apt',3,43395,0.06,1,0,0,0.13663,7.169524,1.585491,1499
Manhattan,Harlem,40.81091,-73.9416,'Private room',8,44712,0.21,111,247,5,0.233452,4.427763,4.367332,66
Brooklyn,'Brighton Beach',40.57681,-73.95989,'Private room',37,44752,0.74,2,0,5,0.101222,10.76498,12.580064,65
Brooklyn,Greenpoint,40.73216,-73.95881,'Entire home/apt',12,44773,0.25,2,337,7,0.247223,5.640546,2.302736,499
Brooklyn,Kensington,40.63779,-73.97216,'Entire home/apt',0,44880,0,2,0,0,0.347923,10.529849,8.326408,104
Manhattan,'Upper West Side',40.7973,-73.97386,'Entire home/apt',0,44880,0,1,0,0,0.247924,5.70027,2.785181,400
Queens,Woodside,40.74423,-73.90886,'Entire home/apt',24,44651,0.47,1,0,4,0.201497,3.01583,4.291055,109
Manhattan,Harlem,40.82207,-73.95492,'Entire home/apt',0,44880,0,1,0,0,0.068057,5.457965,4.725625,135
Queens,'Richmond Hill',40.6962,-73.82682,'Entire home/apt',2,43317,0.04,2,358,0,0.307026,4.697,9.656451,350
Queens,Elmhurst,40.72529,-73.88374,'Entire home/apt',0,44880,0,1,90,0,0.871152,3.633027,5.997016,2000
Bronx,'Throgs Neck',40.8215,-73.83645,'Entire home/apt',25,43675,0.49,1,89,0,1.184732,3.638549,9.242657,100
Manhattan,'Washington Heights',40.83666,-73.9403,'Private room',84,44788,1.64,1,153,18,0.049892,5.522479,5.962283,86
Manhattan,'Upper East Side',40.75934,-73.96075,'Entire home/apt',8,44291,0.21,16,0,0,0.410483,4.968394,1.354509,75
Brooklyn,Williamsburg,40.70636,-73.95463,'Entire home/apt',11,44780,0.24,2,69,2,0.072286,6.629701,3.941703,280
Manhattan,Midtown,40.76618,-73.97886,'Entire home/apt',3,43746,0.06,1,0,0,0.151101,5.851565,0.670826,699
Manhattan,'Washington Heights',40.84812,-73.93588,'Private room',0,44880,0,1,89,0,0.157113,5.990458,6.78285,50
Queens,'Jamaica Estates',40.71258,-73.78952,'Entire home/apt',27,44772,0.55,1,334,2,0.258583,5.076834,11.150009,150
Manhattan,'East Harlem',40.79456,-73.94354,'Entire home/apt',11,44725,0.62,2,0,6,0.050102,4.054491,3.407707,160
Brooklyn,Bushwick,40.68926,-73.90803,'Private room',135,44786,2.64,4,2,30,0.22395,6.368746,6.355183,45
Brooklyn,Bushwick,40.68869,-73.9091,'Entire home/apt',6,44055,0.13,1,0,0,0.280985,6.424113,6.346035,85
Brooklyn,'Crown Heights',40.66852,-73.92438,'Entire home/apt',21,44759,0.45,1,18,8,0.278149,8.014155,7.018286,175
Manhattan,Inwood,40.86839,-73.92015,'Entire home/apt',109,44788,2.21,1,270,47,0.02587,6.806818,8.411226,104
Queens,'Long Island City',40.74355,-73.95154,'Entire home/apt',83,44569,1.64,1,0,3,0.1132,4.89584,2.105285,239
Brooklyn,Ca0rsie,40.64033,-73.89385,'Entire home/apt',220,44798,4.31,1,244,62,0.617399,6.253799,9.537443,118
Brooklyn,Bedford-Stuyvesant,40.69243,-73.93878,'Entire home/apt',52,44772,1.06,2,0,3,0.37123,6.875286,5.193911,300
Bronx,'Country Club',40.84121,-73.82513,'Entire home/apt',13,44795,1.96,1,148,13,0.560606,5.121002,10.470711,98
Manhattan,'Morningside Heights',40.81453,-73.96016,'Private room',22,43466,0.44,1,0,0,0.121613,5.430684,4.138683,76
Brooklyn,Bushwick,40.68775,-73.9113,'Private room',1,43308,0.02,1,0,0,0.305705,6.523718,6.317359,35
Brooklyn,Bedford-Stuyvesant,40.68282,-73.92604,'Entire home/apt',2,43815,0.04,1,250,0,0.349873,7.136019,6.119575,275
Brooklyn,Bedford-Stuyvesant,40.68866,-73.94845,'Private room',49,43832,1,2,0,0,0.284856,7.380708,5.194546,80
Manhattan,'Upper West Side',40.80196,-73.96674,'Entire home/apt',0,44880,0,2,0,0,0.138606,5.416709,3.20152,229
Manhattan,Harlem,40.81087,-73.94673,'Entire home/apt',3,43333,0.06,1,0,0,0.22533,4.667042,4.217718,295
Manhattan,'Upper East Side',40.78139,-73.94857,'Entire home/apt',1,44746,0.45,1,37,1,0.212893,4.158193,2.582728,274
Queens,'Forest Hills',40.72005,-73.85377,'Entire home/apt',9,43677,0.18,1,0,0,0.448188,4.075065,7.654297,325
Bronx,Belmont,40.85612,-73.88255,'Private room',9,43317,0.17,2,0,0,0.826106,5.472598,8.799609,20
Brooklyn,'Sunset Park',40.6515,-74.00535,'Private room',109,44809,2.19,2,126,45,0.26996,9.356899,7.427994,77
Manhattan,'Upper East Side',40.76922,-73.95263,'Shared room',37,44503,0.77,1,1,1,0.314279,4.404347,1.954561,125
Brooklyn,Gowanus,40.67226,-73.99271,'Entire home/apt',20,43885,0.42,1,0,0,0.198142,9.710074,5.929143,85
Manhattan,'Upper East Side',40.76366,-73.958603,'Entire home/apt',0,44880,0,56,319,0,0.355078,4.787948,1.519618,487
Manhattan,'East Village',40.72369,-73.9853,'Entire home/apt',17,44187,0.34,1,0,0,0.254015,7.176235,2.367415,89
Manhattan,'Upper West Side',40.80204,-73.96642,'Private room',5,43368,0.1,1,0,0,0.134992,5.401881,3.212373,60
Brooklyn,Williamsburg,40.71794,-73.94353,'Entire home/apt',0,44880,0,1,292,0,0.233214,5.631922,3.590505,169
Manhattan,Harlem,40.82124,-73.94256,'Private room',26,43885,0.51,2,0,0,0.257223,4.881263,4.953529,87
Manhattan,Midtown,40.75545,-73.96402,'Private room',4,43334,0.08,1,0,0,0.309019,5.212396,1.185933,140
Manhattan,'Upper West Side',40.78792,-73.96838,'Entire home/apt',30,43878,0.59,1,0,0,0.146747,5.281811,2.266239,550
Queens,Ridgewood,40.7088,-73.9147,'Private room',1,43274,0.02,1,0,0,0.401701,5.249625,5.14472,55
Brooklyn,'Prospect-Lefferts Gardens',40.66156,-73.95902,'Entire home/apt',87,44772,1.71,1,136,5,0.164495,9.269951,6.809616,109
Manhattan,'East Harlem',40.78966,-73.94649,'Private room',45,44353,0.88,1,0,0,0.084361,4.125158,3.051047,80
Queens,Jamaica,40.68981,-73.80105,'Entire home/apt',28,44778,0.55,1,365,1,0.82241,3.67206,11.115867,81
Queens,Woodside,40.7418,-73.89558,'Entire home/apt',9,44780,0.19,1,106,5,0.315442,2.746026,5.035272,80
Brooklyn,Bedford-Stuyvesant,40.68125,-73.94837,'Private room',217,44730,4.3,2,68,24,0.125463,7.806871,5.67053,140
Manhattan,'Upper East Side',40.78206,-73.95315,'Private room',0,44880,0,1,0,0,0.221655,4.410965,2.424029,150
Brooklyn,Bedford-Stuyvesant,40.6957,-73.93488,'Private room',56,44801,1.11,4,62,25,0.110845,6.571713,5.110548,128
Brooklyn,'Carroll Gardens',40.67839,-74.00162,'Entire home/apt',3,43403,0.06,1,0,0,0.386828,9.174435,5.563156,100
Manhattan,Harlem,40.80752,-73.95279,'Entire home/apt',23,44808,0.47,2,91,5,0.202171,4.852698,3.855482,1200
Queens,Sunnyside,40.73498,-73.91854,'Private room',61,44793,1.26,6,329,26,0.562517,3.844311,3.986152,83
Queens,Astoria,40.76543,-73.91657,'Private room',0,44880,0,1,0,0,0.283726,2.534539,3.798335,60
Manhattan,Harlem,40.82127,-73.94875,'Private room',127,44799,2.52,1,310,28,0.241442,5.151276,4.804682,219
Manhattan,'Upper East Side',40.76121,-73.95962,'Private room',11,44177,0.22,1,24,0,0.375914,4.877855,1.430302,69
Manhattan,'West Village',40.73294,-74.00321,'Entire home/apt',3,43307,0.06,1,0,0,0.03717,7.757834,1.981148,179
Brooklyn,Bushwick,40.70067,-73.91395,'Private room',0,44880,0,1,0,0,0.128024,5.742968,5.559665,22
Brooklyn,Bushwick,40.69486,-73.93135,'Private room',1,43370,0.02,1,0,0,0.193978,6.524486,5.26516,50
Manhattan,'Upper West Side',40.78816,-73.9804,'Private room',8,43461,0.16,1,0,0,0.230766,5.934435,2.099587,100
Queens,'Forest Hills',40.7243,-73.8474,'Entire home/apt',0,44880,0,2,138,0,0.244208,3.900696,7.890662,130
Manhattan,'Fi0ncial District',40.70699,-74.00598,'Entire home/apt',92,44786,1.79,1,88,1,0.170476,8.746788,3.693048,150
Queens,Ridgewood,40.70593,-73.90662,'Entire home/apt',3,43469,0.06,1,0,0,0.214296,5.256738,5.608687,44
Brooklyn,Bedford-Stuyvesant,40.67987,-73.94863,'Entire home/apt',265,44780,5.22,2,82,48,0.105603,7.895238,5.754575,140
Brooklyn,Bedford-Stuyvesant,40.68721,-73.93367,'Entire home/apt',38,44781,0.74,1,68,2,0.498636,7.047988,5.645075,201
Manhattan,'Hells Kitchen',40.75727,-73.98994,'Private room',212,44797,4.11,2,28,37,0.011496,6.552833,0.247602,123
Brooklyn,Bushwick,40.69808,-73.92776,'Entire home/apt',15,43469,0.3,5,0,0,0.031636,6.234944,5.199311,500
Brooklyn,'Sheepshead Bay',40.60054,-73.94412,'Private room',0,44880,0,1,0,0,0.643967,9.390175,11.097172,71
Brooklyn,Midwood,40.61618,-73.94523,'Entire home/apt',2,43672,0.04,1,0,0,0.769716,9.200008,10.029558,99
Brooklyn,'East Flatbush',40.65145,-73.94476,'Entire home/apt',0,44880,0,1,0,0,0.259559,9.071075,7.68109,120
Brooklyn,Bedford-Stuyvesant,40.68966,-73.94624,'Entire home/apt',279,44788,5.41,5,37,45,0.375375,7.256143,5.179823,127
Brooklyn,Greenpoint,40.73789,-73.9556,'Private room',0,44880,0,1,0,0,0.344877,5.281608,2.142567,80
Manhattan,'Washington Heights',40.84963,-73.93758,'Private room',8,43289,0.16,1,0,0,0.144059,6.129128,6.842466,60
Manhattan,'Upper East Side',40.769516,-73.956444,'Entire home/apt',19,44759,0.39,37,285,4,0.115707,4.608638,1.774329,149
