neighbourhood_group,neighbourhood,latitude,longitude,room_type,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,days_since_last_review,dist_from_subway_in_miles,dist_from_airport_in_miles,dist_from_city_center,price
NA,"Shaw, Logan Circle",38.90901,-77.02679,Entire home/apt,16,0.99,5,42,13,70,0.319584197,3.971690622,0.565957716,234
NA,"Capitol Hill, Lincoln Park",38.88534,-76.99899,Entire home/apt,79,4.41,1,118,55,59,0.170267355,3.118795654,2.561155522,160
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93185,-77.0295,Entire home/apt,64,3.62,1,51,38,52,0.322722906,5.520920586,1.748181639,378
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91375,-77.04674,Entire home/apt,21,1.19,4,9,1,74,0.338660892,4.282408985,0.702076497,263
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91204,-77.00745,Entire home/apt,36,2.01,1,218,22,62,0.422162126,4.453396974,1.64228402,141
NA,"Capitol Hill, Lincoln Park",38.88235,-76.99811,Entire home/apt,0,NA,156,159,0,-1,0.194885482,3.004742839,2.725008083,112
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8955221,-77.0227607,Entire home/apt,1,0.15,235,313,1,234,0.135654837,3.10513132,1.115915067,229
NA,"Union Station, Stanton Park, Kingman Park",38.89254,-76.99068,Entire home/apt,91,5.77,1,128,67,58,0.618356549,3.791603371,2.71879214,234
NA,"Shaw, Logan Circle",38.90913,-77.02289,Private room,6,0.34,39,27,1,223,0.192763101,4.017261136,0.776451307,112
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91742,-77.03817,Entire home/apt,5,0.54,33,270,5,59,0.583367092,4.507153991,0.708581079,65
NA,"Capitol Hill, Lincoln Park",38.8828,-76.99965,Entire home/apt,2,0.21,156,350,2,67,0.235770079,2.966925213,2.640275513,112
NA,"Shaw, Logan Circle",38.90776,-77.02462,Private room,80,4.63,39,24,44,77,0.173274771,3.906347333,0.671600482,112
NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87652,-77.01942,Entire home/apt,0,NA,1,0,0,-1,0.104480822,1.958318235,2.32212078,89
NA,"Union Station, Stanton Park, Kingman Park",38.89283,-76.99957,Entire home/apt,4,0.23,8,306,0,465,0.547642033,3.497398578,2.266597529,243
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9159317,-77.0444379,Entire home/apt,0,NA,235,271,0,-1,0.440030888,4.419738748,0.729643933,199
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91932,-77.03689,Entire home/apt,3,0.19,33,305,1,368,0.536989791,4.638389288,0.836280178,76
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91039,-77.04296,Private room,55,3.15,156,322,43,38,0.059574794,4.032262404,0.397400729,103
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90204,-76.97829,Entire home/apt,33,1.82,1,179,17,122,1.059319504,4.732339391,3.219851377,250
NA,"Shaw, Logan Circle",38.9081,-77.02269,Private room,83,4.39,39,21,48,85,0.121777063,3.949921922,0.778347262,103
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93425,-77.02661,Entire home/apt,47,2.82,1,297,36,60,0.279361103,5.700582478,1.949177531,115
NA,"Shaw, Logan Circle",38.90802,-77.02447,Private room,2,0.11,39,26,0,583,0.176782098,3.925484986,0.681032396,115
NA,"Union Station, Stanton Park, Kingman Park",38.89237,-76.99897,Entire home/apt,6,0.34,8,365,0,523,0.55807951,3.491685896,2.309985145,298
NA,"Shaw, Logan Circle",38.90951,-77.02461,Private room,37,2.2,39,22,19,171,0.257610158,4.025220547,0.68970414,118
NA,"Union Station, Stanton Park, Kingman Park",38.89599,-76.98563,Entire home/apt,5,0.9,1,83,5,61,0.791683763,4.153686299,2.904238698,95
NA,"Union Station, Stanton Park, Kingman Park",38.89266,-77.00104,Entire home/apt,12,0.69,8,365,8,128,0.495703565,3.440679703,2.200027801,297
NA,"Union Station, Stanton Park, Kingman Park",38.8922,-76.99919,Entire home/apt,14,0.81,8,0,5,202,0.550542436,3.475077986,2.30446653,280
NA,"Shaw, Logan Circle",38.9078,-77.02333,Private room,5,0.27,39,28,2,186,0.121249119,3.922537212,0.742077739,115
NA,"Capitol Hill, Lincoln Park",38.88609,-76.97622,Private room,4,0.33,3,143,4,73,0.064292176,4.09481859,3.619181064,45
NA,"Shaw, Logan Circle",38.90792,-77.02493,Private room,39,2.07,39,25,21,136,0.193476542,3.914152081,0.655447473,115
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91112,-77.0471,Private room,51,2.86,1,113,37,36,0.226629446,4.10461476,0.619127868,89
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90473,-76.98961,Entire home/apt,50,2.87,2,56,32,51,0.749245684,4.481192722,2.587652597,375
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91451,-77.03999,Private room,19,1.1,6,343,13,96,0.386665094,4.308109568,0.531858709,358
NA,"Capitol View, Marshall Heights, Benning Heights",38.87764,-76.93101,Entire home/apt,0,NA,1,0,0,-1,1.00451406,5.786761098,6.130820541,100
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93553,-77.02991,Entire home/apt,21,3.39,1,326,21,42,0.375917153,5.772349538,1.991679073,100
NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95455,-76.99423,Entire home/apt,5,0.43,1,347,5,64,0.473509298,7.45680979,4.012748845,98
NA,"North Cleveland Park, Forest Hills, Van Ness",38.95088,-77.05333,Private room,1,0.05,1,0,0,595,0.744041373,6.869058889,3.144592613,188
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91769,-77.036682,Entire home/apt,0,NA,1,217,0,-1,0.503625746,4.5260493,0.723907862,185
NA,"Friendship Heights, American University Park, Tenleytown",38.94978,-77.08241,Entire home/apt,77,5.41,1,0,66,99,0.166583483,7.168445633,3.847911273,130
NA,"Union Station, Stanton Park, Kingman Park",38.89732,-76.99752,Entire home/apt,66,4.3,1,20,58,51,0.541259316,3.814142873,2.255632634,110
NA,"Shaw, Logan Circle",38.90924,-77.02477,Private room,4,0.22,39,25,1,171,0.247941098,4.005339132,0.677090849,116
NA,"Shaw, Logan Circle",38.90892,-77.02265,Private room,29,1.64,39,22,15,70,0.175432936,4.005735707,0.787049392,105
NA,"Capitol Hill, Lincoln Park",38.88357,-76.99153,Private room,1,0.1,63,355,1,329,0.254964456,3.32702998,2.965630147,42
NA,"West End, Foggy Bottom, GWU",38.90362,-77.05142,Entire home/apt,43,2.34,16,53,25,101,0.210493409,3.63298583,0.83038427,227
NA,"Cathedral Heights, McLean Gardens, Glover Park",38.91966,-77.07354,Entire home/apt,45,2.66,1,109,30,46,1.212537993,5.055773462,2.177459337,108
NA,"Capitol Hill, Lincoln Park",38.88508,-77.009,Entire home/apt,44,2.5,1,41,24,85,0.210664248,2.762876171,2.156407984,322
NA,"Brightwood Park, Crestwood, Petworth",38.94121,-77.02713,Entire home/apt,0,NA,3,179,0,-1,0.328121845,6.175600356,2.406556528,300
NA,"Union Station, Stanton Park, Kingman Park",38.90051,-76.98604,Private room,0,NA,1,365,0,-1,1.030449095,4.371796051,2.815060997,70
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92805,-77.01946,Entire home/apt,41,2.39,1,140,29,44,0.683943303,5.334309969,1.725237482,134
NA,"West End, Foggy Bottom, GWU",38.90213,-77.05103,Entire home/apt,37,2.09,6,124,27,175,0.106460592,3.527994442,0.847106955,198
NA,"Brightwood Park, Crestwood, Petworth",38.94712,-77.02303,Entire home/apt,76,4.71,2,112,53,56,0.668171775,6.605106244,2.856688011,95
NA,"Shaw, Logan Circle",38.91027,-77.0221,Entire home/apt,26,1.78,1,89,25,79,0.222043929,4.103077455,0.835383286,383
NA,"Union Station, Stanton Park, Kingman Park",38.89661,-76.99858,Entire home/apt,7,0.41,1,45,4,180,0.489114059,3.740828685,2.216199275,45
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91459,-77.02554,Entire home/apt,57,3.45,2,133,42,37,0.198287327,4.362602321,0.802948139,295
NA,"Brookland, Brentwood, Langdon",38.92455,-76.9841,Entire home/apt,5,1.04,1,278,5,44,0.689637349,5.79260698,3.121564546,250
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91288,-77.03836,Private room,14,0.96,6,286,13,57,0.356743033,4.19397623,0.399944905,379
NA,"Shaw, Logan Circle",38.91069,-77.02247,Entire home/apt,21,1.12,10,311,17,57,0.195206608,4.127313952,0.823857511,595
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91454,-77.04494,Entire home/apt,53,2.83,156,348,31,52,0.350469103,4.326472081,0.670230321,173
NA,"Capitol Hill, Lincoln Park",38.88067,-76.99644,Entire home/apt,42,2.32,156,305,21,150,0.274281334,2.993408391,2.869003316,196
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93267,-77.02407,Private room,21,1.44,1,22,19,73,0.330959543,5.608898015,1.891900017,105
NA,"Brightwood Park, Crestwood, Petworth",38.941,-77.03203,Entire home/apt,23,1.35,1,93,11,52,0.528247132,6.141898927,2.34730925,99
NA,"Congress Heights, Bellevue, Washington Highlands",38.8317,-77.00643,Entire home/apt,1,0.08,1,0,1,386,1.373113384,2.212644383,5.468698337,75
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91271,-77.04018,Private room,2,0.19,6,215,2,298,0.277679917,4.184286855,0.420258192,308
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91376,-77.03865,Private room,1,0.19,6,274,1,193,0.387163003,4.25485818,0.462615145,330
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91281,-77.03839,Private room,27,1.57,6,207,6,246,0.352426972,4.189160885,0.395546636,336
NA,"Capitol Hill, Lincoln Park",38.89123,-76.9948,Entire home/apt,19,1.16,5,343,16,64,0.460112213,3.57430096,2.549134661,118
NA,"Shaw, Logan Circle",38.90938,-77.02311,Private room,46,2.6,39,18,25,50,0.212764624,4.031769624,0.767812337,116
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92096,-77.01194,Entire home/apt,0,NA,1,0,0,-1,0.750076842,4.955098592,1.660934605,80
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91227,-77.04064,Private room,0,NA,6,207,0,-1,0.238277633,4.154838452,0.405068269,387
NA,"Shaw, Logan Circle",38.90989,-77.02482,Private room,44,2.56,39,20,36,94,0.285737565,4.049020053,0.685186849,109
NA,"Capitol Hill, Lincoln Park",38.88581,-77.0028,Entire home/apt,43,2.32,156,334,25,55,0.137668142,3.006773677,2.375885727,181
NA,"North Michigan Park, Michigan Park, University Heights",38.94898,-76.98686,Entire home/apt,0,NA,3,0,0,-1,0.861013732,7.238093194,3.971835918,139
NA,"Shaw, Logan Circle",38.90775,-77.0231,Private room,11,0.66,39,25,6,73,0.110849005,3.92168981,0.754435095,115
NA,"Shaw, Logan Circle",38.90951,-77.02483,Private room,12,0.72,39,28,2,364,0.264650998,4.023105565,0.678022985,120
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90072,-77.01875,Entire home/apt,0,NA,235,276,0,-1,0.239231466,3.510662605,1.087187875,165
NA,"Capitol Hill, Lincoln Park",38.88689,-77.00341,Entire home/apt,8,0.52,10,57,6,141,0.15717933,3.044190384,2.303802002,221
NA,"Shaw, Logan Circle",38.90973,-77.02266,Private room,18,0.97,39,27,3,205,0.230297077,4.060343314,0.796860813,103
NA,"West End, Foggy Bottom, GWU",38.903419,-77.053596,Entire home/apt,343,27.66,4,362,341,38,0.260438006,3.64586494,0.94819858,252
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90072,-77.01875,Entire home/apt,0,NA,235,8,0,-1,0.239231466,3.510662605,1.087187875,200
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8955221,-77.0227607,Entire home/apt,1,0.13,235,223,1,261,0.135654837,3.10513132,1.115915067,170
NA,"Shaw, Logan Circle",38.91144,-77.0216,Entire home/apt,133,7.7,1,152,93,57,0.142119361,4.187727453,0.88512773,234
NA,"Union Station, Stanton Park, Kingman Park",38.89613,-76.99383,Entire home/apt,40,2.39,1,130,30,44,0.750447833,3.868663377,2.47256189,167
NA,"Shaw, Logan Circle",38.90766,-77.0225,Entire home/apt,0,NA,156,107,0,-1,0.089707004,3.922408826,0.786880401,326
NA,"Union Station, Stanton Park, Kingman Park",38.89829,-76.99536,Entire home/apt,42,2.38,1,302,27,44,0.659251486,3.93715197,2.349930164,160
NA,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91428,-77.09137,Entire home/apt,8,0.63,2,363,7,115,1.678684464,5.195748499,3.013917147,499
NA,"Congress Heights, Bellevue, Washington Highlands",38.83405,-76.99779,Entire home/apt,43,2.61,2,81,32,38,0.948077814,2.509750517,5.480483629,87
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90669,-76.97952,Entire home/apt,55,3.32,1,131,39,37,1.283455984,4.927273997,3.133145625,71
NA,"Union Station, Stanton Park, Kingman Park",38.89924299,-77.00047617,Entire home/apt,12,2.45,1,48,12,44,0.392270621,3.835519396,2.063135775,110
NA,"Brightwood Park, Crestwood, Petworth",38.94184,-77.02,Entire home/apt,9,0.54,1,139,8,38,0.357528588,6.266997534,2.562091711,80
NA,"Capitol Hill, Lincoln Park",38.8908,-77.00335,Entire home/apt,97,6.14,3,279,67,38,0.407274167,3.263039298,2.153165045,300
NA,"Dupont Circle, Connecticut Avenue/K Street",38.916378,-77.038155,Entire home/apt,64,4.05,1,317,44,42,0.548527441,4.435252497,0.636978409,131
NA,"Union Station, Stanton Park, Kingman Park",38.89275,-76.99749,Entire home/apt,142,8.24,1,28,93,38,0.566125529,3.561816288,2.371558916,195
NA,"Congress Heights, Bellevue, Washington Highlands",38.83321,-77.00005,Entire home/apt,35,2.16,2,157,27,59,1.065520348,2.433940342,5.487474322,125
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.934,-77.02851,Private room,146,8.96,2,45,118,36,0.363799504,5.673318606,1.905095996,57
NA,"Congress Heights, Bellevue, Washington Highlands",38.82997,-77.01195,Entire home/apt,46,2.83,3,351,36,45,1.676372814,2.075541428,5.500239543,226
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9168,-77.01417,Entire home/apt,114,6.91,1,36,86,36,0.480737718,4.6454392,1.406768893,120
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93272,-77.03058,Private room,156,9.47,2,45,130,41,0.353177441,5.576335904,1.794372609,56
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91708,-77.0107,Entire home/apt,1,0.07,1,0,0,445,0.660631849,4.719706667,1.584654419,80
NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95632,-76.99818,Private room,132,7.67,1,345,76,42,0.378470534,7.507891131,3.99458239,75
NA,"Dupont Circle, Connecticut Avenue/K Street",38.90945,-77.0489,Entire home/apt,88,5.41,1,210,66,50,0.299583975,4.004147,0.673342114,219
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91778,-77.02471,Entire home/apt,2,0.14,1,0,0,450,0.161235188,4.587058731,0.987885596,165
NA,"Capitol Hill, Lincoln Park",38.88609,-76.97824,Private room,3,0.19,3,74,2,243,0.076194072,4.00490719,3.518495825,43
NA,"Brightwood Park, Crestwood, Petworth",38.93761,-77.03375,Entire home/apt,73,4.95,1,133,56,36,0.561778839,5.904124402,2.10532693,125
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92764,-77.0322,Entire home/apt,51,3.02,1,163,28,79,0.024000421,5.220894181,1.43351636,126
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89619,-77.01003,Private room,241,15.09,15,95,151,56,0.179734313,3.396617292,1.652125048,198
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89806,-77.00987,Private room,2,0.14,15,89,1,382,0.135404749,3.516418679,1.604939201,452
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92991,-77.03792,Entire home/apt,0,NA,96,364,0,-1,0.325750375,5.368903806,1.567979355,235
NA,"Union Station, Stanton Park, Kingman Park",38.89779,-77.00875,Private room,2,0.13,15,89,0,444,0.072813827,3.526605969,1.668507046,226
NA,"Capitol Hill, Lincoln Park",38.88781,-77.00107,Entire home/apt,0,NA,96,0,0,-1,0.291822305,3.173418275,2.370059764,109
NA,"Shaw, Logan Circle",38.91103,-77.02615,Entire home/apt,1,0.1,96,0,1,332,0.286670542,4.114757113,0.643699414,110
NA,"Union Station, Stanton Park, Kingman Park",38.89518,-76.99549,Entire home/apt,24,1.85,156,198,22,52,0.675337801,3.761197355,2.40830415,530
NA,"Shaw, Logan Circle",38.91098,-77.02748,Entire home/apt,0,NA,96,318,0,-1,0.349606943,4.100839964,0.576684037,187
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91256,-77.01552,Entire home/apt,15,1.2,1,48,14,61,0.35489396,4.34391606,1.22453378,375
NA,"Georgetown, Burleith/Hillandale",38.91183,-77.06345,Entire home/apt,7,0.48,1,0,0,417,1.051779931,4.354635082,1.48441511,238
NA,"Union Station, Stanton Park, Kingman Park",38.89618,-76.9953,Entire home/apt,12,0.71,79,172,5,96,0.67064314,3.822237006,2.395256561,193
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90644,-77.01208,Entire home/apt,4,0.25,1,32,2,292,0.496165964,4.001846945,1.356186235,60
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91541,-77.02547,Entire home/apt,11,0.73,32,208,8,139,0.156378063,4.419107739,0.842842969,106
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92565,-77.04001,Entire home/apt,3,0.24,1,89,2,123,0.434355539,5.076521114,1.284324873,120
NA,"Eastland Gardens, Kenilworth",38.90407,-76.9429,Private room,3,0.24,2,318,2,67,0.396421605,6.296745387,5.13694197,34
NA,"Capitol Hill, Lincoln Park",38.88249,-76.99666,Entire home/apt,0,NA,156,353,0,-1,0.151953094,3.068779958,2.781053197,208
NA,"West End, Foggy Bottom, GWU",38.902128,-77.051674,Entire home/apt,1,0.07,235,295,0,459,0.124188702,3.535282676,0.87930575,182
NA,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.90852,-77.080589,Entire home/apt,1,0.08,32,13,0,432,1.013450128,4.543105092,2.387157573,199
NA,"Woodridge, Fort Lincoln, Gateway",38.9269,-76.95833,Private room,20,1.34,2,140,14,76,1.803911262,6.739189274,4.500125249,64
NA,"Dupont Circle, Connecticut Avenue/K Street",38.9142,-77.03946,Entire home/apt,16,1,156,365,7,143,0.383610456,4.285981096,0.502818387,283
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91229,-77.04225,Entire home/apt,0,NA,96,308,0,-1,0.195854451,4.16054342,0.456811467,130
NA,"Near Southeast, Navy Yard",38.87838,-77.00507,Entire home/apt,43,2.61,1,152,26,71,0.130491642,2.541975065,2.640986443,249
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91244,-77.04742,Entire home/apt,79,4.84,1,249,53,44,0.293292984,4.19716908,0.678713344,201
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91397,-77.04579,Entire home/apt,0,NA,96,316,0,-1,0.327825148,4.291837967,0.673659983,149
NA,"Friendship Heights, American University Park, Tenleytown",38.95966,-77.08443,Entire home/apt,52,3.25,1,120,34,73,0.033122035,7.848026128,4.453903783,143
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91341,-77.04207,Entire home/apt,18,1.17,156,365,14,68,0.272590016,4.237122686,0.513114809,364
NA,"Georgetown, Burleith/Hillandale",38.90827,-77.06526,Entire home/apt,0,NA,1,0,0,-1,0.901950745,4.157658817,1.550215099,150
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91977,-77.01121,Entire home/apt,19,1.15,1,0,2,188,0.727772825,4.888064534,1.649168178,85
NA,"Dupont Circle, Connecticut Avenue/K Street",38.90808,-77.04705,Entire home/apt,0,NA,96,116,0,-1,0.224587694,3.89623164,0.557506479,119
NA,"Union Station, Stanton Park, Kingman Park",38.89825,-77.00003,Entire home/apt,90,5.63,1,145,82,38,0.404642819,3.790747069,2.105694105,131
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91378,-77.04581,Entire home/apt,0,NA,96,335,0,-1,0.316274995,4.27891076,0.665434286,92
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91319,-77.03592,Entire home/apt,64,4.02,8,0,45,49,0.47822684,4.216326486,0.416759238,70
NA,"Congress Heights, Bellevue, Washington Highlands",38.8309,-76.99143,Private room,1,0.06,1,364,0,531,1.031181776,2.919136882,5.820711013,100
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91576,-77.03573,Entire home/apt,0,NA,96,363,0,-1,0.457660631,4.393852754,0.594084606,210
NA,"Capitol Hill, Lincoln Park",38.88891,-76.99989,Entire home/apt,16,1.09,10,74,11,58,0.363654029,3.272952741,2.382453281,172
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91472,-77.04249,Entire home/apt,12,1.08,156,365,12,161,0.356485037,4.328697904,0.601990067,208
NA,"Georgetown, Burleith/Hillandale",38.91178,-77.06856,Entire home/apt,0,NA,96,226,0,-1,1.097259484,4.449370053,1.757285139,140
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93464,-77.01895,Private room,50,3.12,22,365,39,100,0.313231051,5.786511486,2.13198248,129
NA,"Congress Heights, Bellevue, Washington Highlands",38.84776,-76.99882,Entire home/apt,55,3.31,1,0,35,76,0.580959661,2.143703455,4.598270699,55
NA,"Capitol Hill, Lincoln Park",38.89077,-76.9919,Entire home/apt,57,3.66,1,75,42,61,0.479250792,3.656778992,2.705929908,172
NA,"Capitol Hill, Lincoln Park",38.88037,-76.99488,Entire home/apt,0,NA,96,252,0,-1,0.30027497,3.044717487,2.948046199,100
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90439,-77.01845,Entire home/apt,27,1.64,156,348,17,119,0.236484636,3.757937994,1.025859468,100
