neighbourhood_group,neighbourhood,latitude,longitude,room_type,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,days_since_last_review,dist_from_subway_in_miles,dist_from_airport_in_miles,dist_from_city_center,price
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.904789,-76.988495,Entire home/apt,115,6.11,1,321,73,41,0.808066091,4.520404872,2.648143584,146
NA,"Union Station, Stanton Park, Kingman Park",38.89302,-76.99408,Entire home/apt,5,0.25,1,364,3,292,0.588354908,3.693714304,2.534446442,98
NA,"Shaw, Logan Circle",38.90903,-77.03426,Entire home/apt,0,NA,2,0,0,-1,0.499605787,3.932649984,0.191628823,200
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93663,-77.03235,Entire home/apt,84,3.87,1,233,40,39,0.488447197,5.839872035,2.045809892,112
NA,"Dupont Circle, Connecticut Avenue/K Street",38.90269,-77.03768,Entire home/apt,95,4.82,20,232,55,40,0.116137716,3.490710123,0.314090678,270
NA,"Dupont Circle, Connecticut Avenue/K Street",38.90945,-77.04694,Entire home/apt,39,2.18,156,267,27,152,0.192675237,3.989201137,0.569744031,178
NA,"Dupont Circle, Connecticut Avenue/K Street",38.90888,-77.04683,Entire home/apt,1,0.05,156,267,0,592,0.192981198,3.949427445,0.554431628,96
NA,"Friendship Heights, American University Park, Tenleytown",38.94496,-77.07963,Entire home/apt,7,0.73,9,128,7,66,0.269055899,6.804116954,3.497352888,95
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91889,-77.00244,Entire home/apt,6,0.33,1,0,3,242,0.385433912,4.994408212,2.047125338,80
NA,"West End, Foggy Bottom, GWU",38.900692,-77.049126,Entire home/apt,0,NA,13,351,0,-1,0.063017222,3.410424448,0.804522726,479
NA,"Congress Heights, Bellevue, Washington Highlands",38.84499,-77.0015,Entire home/apt,73,3.41,1,146,38,37,0.710554934,2.036335527,4.707583336,75
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.911274,-77.00798,Entire home/apt,47,2.26,1,6,19,47,0.399069112,4.393586309,1.603858672,125
NA,"Brightwood Park, Crestwood, Petworth",38.94149,-77.022,Entire home/apt,3,0.15,1,288,1,88,0.290484845,6.227171035,2.501969355,95
NA,"West End, Foggy Bottom, GWU",38.900692,-77.049126,Entire home/apt,0,NA,29,351,0,-1,0.063017222,3.410424448,0.804522726,479
NA,"West End, Foggy Bottom, GWU",38.900692,-77.049126,Entire home/apt,0,NA,13,351,0,-1,0.063017222,3.410424448,0.804522726,479
NA,"Brookland, Brentwood, Langdon",38.93151,-76.98525,Entire home/apt,112,5.74,1,0,80,98,0.520574461,6.182463859,3.281241354,99
NA,"Hawthorne, Barnaby Woods, Chevy Chase",38.97035,-77.05629,Entire home/apt,11,0.58,2,325,7,46,1.737319028,8.222161913,4.484119981,169
NA,"West End, Foggy Bottom, GWU",38.900692,-77.049126,Entire home/apt,0,NA,13,351,0,-1,0.063017222,3.410424448,0.804522726,479
NA,"Sheridan, Barry Farm, Buena Vista",38.85461677,-76.9809315,Entire home/apt,0,NA,1,329,0,-1,0.743563524,3.104257435,4.743685225,91
NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95972,-76.99659,Private room,7,3.62,1,148,7,38,0.623331332,7.7575595,4.239879894,63
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91114,-77.01131,Entire home/apt,18,0.88,4,38,7,275,0.534229253,4.321021181,1.423416601,90
NA,"Shaw, Logan Circle",38.91394,-77.03064,Entire home/apt,28,1.45,6,325,17,73,0.272588759,4.284321782,0.577152761,233
NA,"Brightwood Park, Crestwood, Petworth",38.94167,-77.01808,Entire home/apt,24,2.19,1,0,24,38,0.414102519,6.272456364,2.590913638,95
NA,"Brightwood Park, Crestwood, Petworth",38.94916,-77.01625,Private room,43,2.51,15,350,31,55,0.789054967,6.79874545,3.107032082,72
NA,"West End, Foggy Bottom, GWU",38.90767,-77.04919,Entire home/apt,1,0.15,156,351,1,231,0.342357509,3.885339771,0.671817188,112
NA,"Capitol Hill, Lincoln Park",38.88032,-76.99928,Entire home/apt,3,0.14,156,365,1,178,0.347057515,2.862045126,2.767510776,164
NA,"Capitol Hill, Lincoln Park",38.87958,-76.98215,Entire home/apt,0,NA,2,83,0,-1,0.216847651,3.576807018,3.54516725,595
NA,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90386,-76.92391,Entire home/apt,33,1.72,2,365,16,163,0.687812573,7.133594415,6.173557056,95
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9144,-77.00998,Private room,0,NA,1,0,0,-1,0.635077073,4.557306712,1.551520657,100
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91493,-77.04033,Entire home/apt,0,NA,1,158,0,-1,0.404179123,4.337652986,0.565293381,220
NA,"Sheridan, Barry Farm, Buena Vista",38.85946,-76.99751,Entire home/apt,48,2.25,4,346,15,126,0.268887005,2.252212216,3.933994912,55
NA,"Sheridan, Barry Farm, Buena Vista",38.85998,-76.99541,Entire home/apt,50,2.44,4,357,32,65,0.206381982,2.3720272,3.968320256,56
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90352,-76.98866,Entire home/apt,13,0.79,1,104,11,39,0.820629763,4.444855567,2.646115199,159
NA,"Congress Heights, Bellevue, Washington Highlands",38.8253,-77.01047,Entire home/apt,29,1.85,1,66,23,98,1.84708621,2.372657362,5.832444198,125
NA,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89765627,-76.92897485,Private room,1,1,1,180,1,60,0.689182821,6.717117963,5.929394056,85
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90479,-77.01851,Entire home/apt,13,0.63,1,0,0,430,0.218246995,3.783536336,1.017770664,95
NA,"Brightwood Park, Crestwood, Petworth",38.95712,-77.03492,Entire home/apt,76,4.33,1,39,64,51,1.494923356,7.247966129,3.446176114,80
NA,"Union Station, Stanton Park, Kingman Park",38.89634,-76.97313,Entire home/apt,81,4.09,1,158,48,44,0.698331382,4.663289932,3.561563442,294
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91134,-77.03968,Entire home/apt,8,0.45,1,175,1,82,0.236521135,4.088993707,0.323482971,99
NA,"North Michigan Park, Michigan Park, University Heights",38.93986,-76.98988,Entire home/apt,6,0.31,1,164,0,563,0.524050791,6.594290944,3.416054851,280
NA,"West End, Foggy Bottom, GWU",38.9022,-77.0531,Entire home/apt,1,0.05,1,0,0,606,0.185301331,3.557730316,0.949421208,110
NA,"Congress Heights, Bellevue, Washington Highlands",38.82462,-76.99695,Private room,2,0.12,3,90,1,122,1.523434468,2.923173736,6.101259766,44
NA,"Georgetown, Burleith/Hillandale",38.91254,-77.06555,Entire home/apt,1,0.07,157,289,0,486,1.124338594,4.43899262,1.60709862,114
NA,"Capitol Hill, Lincoln Park",38.87892,-76.98749,Entire home/apt,59,2.98,1,4,35,63,0.195321916,3.307473974,3.329519341,125
NA,"Congress Heights, Bellevue, Washington Highlands",38.82582,-76.99588,Private room,5,0.43,3,340,5,125,1.427175445,2.915676441,6.045404528,45
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92956,-77.03973,Entire home/apt,42,2.02,79,47,24,44,0.40925296,5.345892542,1.550558312,150
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91858,-77.02743,Entire home/apt,0,NA,1,0,0,-1,0.108380841,4.621246348,0.940172091,193
NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87014,-76.98964,Entire home/apt,20,1.18,1,90,9,59,0.585388179,2.904193983,3.632823763,246
NA,"Capitol Hill, Lincoln Park",38.88125,-76.9803,Entire home/apt,23,1.11,1,156,16,66,0.283792134,3.72380301,3.571609474,135
NA,"Cathedral Heights, McLean Gardens, Glover Park",38.9324,-77.07322,Entire home/apt,72,3.35,3,0,42,43,0.84455733,5.870369085,2.637422984,97
NA,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.9322,-77.07139,Entire home/apt,55,2.56,3,1,25,44,0.749925844,5.825022819,2.553799911,98
NA,"Capitol View, Marshall Heights, Benning Heights",38.88807,-76.93386,Entire home/apt,37,2,2,165,25,38,0.317761698,6.18895864,5.778755642,167
NA,"Capitol Hill, Lincoln Park",38.88817,-76.99214,Entire home/apt,15,1.22,1,0,14,331,0.322734624,3.518734747,2.774307208,118
NA,"Cathedral Heights, McLean Gardens, Glover Park",38.93371,-77.07329,Entire home/apt,53,2.47,3,2,33,39,0.835598083,5.957003598,2.700682103,166
NA,"Brightwood Park, Crestwood, Petworth",38.94615,-77.02676,Entire home/apt,47,2.41,1,145,31,38,0.627208417,6.516867469,2.743983725,105
NA,"Takoma, Brightwood, Manor Park",38.9567,-77.01483,Entire home/apt,3,0.2,1,251,2,187,0.76610804,7.324596262,3.621839073,225
NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9613,-77.00066,Private room,16,0.83,3,1,4,367,0.657173874,7.801447659,4.224903778,45
NA,"Union Station, Stanton Park, Kingman Park",38.90291,-76.99593,Private room,2,0.17,9,59,2,149,0.480158913,4.182325371,2.256462034,73
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91524,-77.0423,Entire home/apt,5,0.3,5,277,3,54,0.393508233,4.36390307,0.628243013,112
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91109,-77.03506,Entire home/apt,105,5.38,4,28,49,110,0.467623987,4.07285573,0.286595435,73
NA,"Dupont Circle, Connecticut Avenue/K Street",38.90917,-77.04879,Entire home/apt,85,4.38,8,0,40,50,0.294922244,3.984137385,0.663272052,99
NA,"Shaw, Logan Circle",38.90838,-77.0226,Private room,20,1.06,39,23,13,79,0.138656585,3.969841111,0.785013774,106
NA,"Congress Heights, Bellevue, Washington Highlands",38.8463,-77.00076,Entire home/apt,8,0.45,5,153,7,114,0.670052585,2.05608408,4.642341682,200
NA,"Shaw, Logan Circle",38.91132,-77.03321,Entire home/apt,112,5.72,4,63,59,86,0.501410926,4.093517704,0.348434917,113
NA,"Capitol Hill, Lincoln Park",38.88963,-76.99533,Entire home/apt,32,1.56,1,43,8,39,0.346950254,3.472311011,2.573204614,185
NA,"Shaw, Logan Circle",38.90787,-77.02255,Private room,33,1.75,39,21,16,181,0.104254485,3.935997565,0.784872686,118
NA,"Capitol Hill, Lincoln Park",38.88356,-76.99179,Private room,0,NA,63,362,0,-1,0.241609469,3.315835594,2.954163418,55
NA,"West End, Foggy Bottom, GWU",38.90785,-77.04768,Entire home/apt,70,3.6,8,16,39,145,0.262419946,3.885175521,0.590294296,119
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91698,-77.03556,Entire home/apt,77,3.92,1,236,42,44,0.440180301,4.478240305,0.678774634,102
NA,"Woodridge, Fort Lincoln, Gateway",38.93711,-76.97279,Entire home/apt,130,7.26,1,145,83,38,1.217340417,6.853152832,4.063504809,183
NA,"Dupont Circle, Connecticut Avenue/K Street",38.90793,-77.03893,Entire home/apt,0,NA,2,359,0,-1,0.270891078,3.852858209,0.121746454,107
NA,"Capitol Hill, Lincoln Park",38.88444,-77.00396,Entire home/apt,19,1.2,3,363,16,133,0.077809107,2.893531723,2.387670491,124
NA,"Georgetown, Burleith/Hillandale",38.90717,-77.06198,Entire home/apt,138,7.5,11,144,91,39,0.779122646,4.024498854,1.369369565,81
NA,"Georgetown, Burleith/Hillandale",38.90993,-77.05125,Entire home/apt,2,0.1,1,65,0,654,0.428285328,4.058305742,0.805835701,198
NA,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.93063,-77.08486,Entire home/apt,0,NA,1,84,0,-1,1.290314056,5.999336615,3.077461883,70
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92651,-77.03434,Entire home/apt,1,0.12,1,257,1,275,0.134163198,5.137560689,1.339701624,128
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9043325,-77.0310323,Entire home/apt,0,NA,235,330,0,-1,0.250670459,3.622366655,0.376548325,229
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9043325,-77.0310323,Entire home/apt,0,NA,235,317,0,-1,0.250670459,3.622366655,0.376548325,250
NA,"Georgetown, Burleith/Hillandale",38.90493425,-77.07069935,Entire home/apt,33,1.74,15,44,19,64,0.617476655,4.06658051,1.852054702,490
NA,"Shaw, Logan Circle",38.90813,-77.02253,Private room,5,0.27,39,26,2,220,0.121018192,3.953767444,0.787221752,129
NA,"North Michigan Park, Michigan Park, University Heights",38.94091,-76.9733,Entire home/apt,14,0.73,1,313,10,59,0.996452162,7.064971882,4.17958161,131
NA,"River Terrace, Benning, Greenway, Dupont Park",38.88583,-76.95949,Entire home/apt,49,3.06,1,155,33,65,0.962970246,4.863170151,4.476412396,165
NA,"Union Station, Stanton Park, Kingman Park",38.89541,-76.99052,Entire home/apt,54,2.93,1,205,34,66,0.801810209,3.945320161,2.659809187,247
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90553,-76.97848,Entire home/apt,15,0.82,1,225,8,292,1.30031824,4.903613934,3.19181268,55
NA,"Shaw, Logan Circle",38.90973,-77.0229,Private room,14,0.76,39,26,8,171,0.232963799,4.057713919,0.784080382,118
NA,"Shaw, Logan Circle",38.9096,-77.02398,Private room,2,0.11,39,28,0,584,0.245142641,4.037571009,0.72460863,115
NA,"Shaw, Logan Circle",38.90975,-77.02324,Private room,34,1.85,39,22,25,94,0.23924407,4.055412127,0.766309168,103
NA,"Shaw, Logan Circle",38.91101,-77.02022,Entire home/apt,2,0.13,3,0,0,507,0.194192769,4.175296365,0.947911727,180
NA,"Shaw, Logan Circle",38.90906,-77.02473,Private room,4,0.21,39,28,3,171,0.236985467,3.993500709,0.676762502,118
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90438,-76.98435,Entire home/apt,63,3.52,1,138,45,39,1.035725095,4.636469347,2.87582026,123
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91574,-77.01787,Entire home/apt,7,0.41,2,0,5,122,0.270130642,4.522633054,1.194498771,159
NA,"Shaw, Logan Circle",38.90958,-77.02299,Private room,30,1.86,39,27,20,66,0.224139528,4.046593677,0.777037446,115
NA,"Brightwood Park, Crestwood, Petworth",38.95608,-77.01341,Entire home/apt,13,0.73,1,180,4,111,0.677695175,7.296138316,3.60834934,155
NA,"Shaw, Logan Circle",38.90951,-77.02293,Private room,3,0.16,39,26,1,220,0.218629246,4.042511967,0.779237474,103
NA,"Shaw, Logan Circle",38.9098,-77.02274,Private room,36,1.95,39,26,14,142,0.235846476,4.064193709,0.793677286,115
NA,"Woodridge, Fort Lincoln, Gateway",38.93099,-76.96966,Entire home/apt,91,5.04,3,155,53,39,1.366938549,6.590189796,4.021570358,93
NA,"Shaw, Logan Circle",38.90784,-77.02439,Private room,7,0.39,39,27,2,171,0.165852862,3.91408612,0.684472018,109
NA,"Shaw, Logan Circle",38.90819,-77.02488,Private room,2,0.33,39,28,2,204,0.201699145,3.932970501,0.659837439,115
NA,"Shaw, Logan Circle",38.90819,-77.02259,Private room,7,0.39,39,27,5,171,0.12591898,3.957131549,0.784306429,115
NA,"Shaw, Logan Circle",38.90991,-77.02471,Private room,23,1.3,39,167,12,85,0.283612253,4.051425964,0.69134218,120
NA,"Union Station, Stanton Park, Kingman Park",38.895119,-76.996536,Entire home/apt,67,3.69,1,12,42,48,0.621680073,3.723121634,2.356254017,124
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91208,-77.0406,Entire home/apt,27,1.57,156,272,10,198,0.229771966,4.141654133,0.392673451,93
NA,"Union Station, Stanton Park, Kingman Park",38.89994,-76.99385,Entire home/apt,53,3.53,1,166,41,62,0.699823748,4.077719231,2.403316909,77
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92108,-77.00342,Entire home/apt,99,5.27,1,145,57,37,0.40845314,5.114350924,2.063695919,105
NA,"Sheridan, Barry Farm, Buena Vista",38.85927,-76.99549,Entire home/apt,6,0.35,4,290,5,94,0.255441978,2.357008308,4.006174123,69
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91499,-77.04757,Private room,258,15.86,6,320,180,56,0.435250412,4.372764696,0.792665621,294
NA,"Woodridge, Fort Lincoln, Gateway",38.93978,-76.97299,Entire home/apt,4,0.22,1,362,2,358,1.069825972,7.005971492,4.15091634,340
NA,"Takoma, Brightwood, Manor Park",38.96656,-77.01935,Entire home/apt,76,4.26,1,126,54,37,0.66041903,7.961017055,4.206436739,60
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8955221,-77.0227607,Entire home/apt,0,NA,235,233,0,-1,0.135654837,3.10513132,1.115915067,229
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90108,-76.98031,Entire home/apt,11,0.63,10,341,8,46,1.006517744,4.608642912,3.118536669,137
NA,"Hawthorne, Barnaby Woods, Chevy Chase",38.96962,-77.05562,Entire home/apt,4,0.23,2,145,2,87,1.749673606,8.167715996,4.426600237,224
NA,"Union Station, Stanton Park, Kingman Park",38.89374,-76.99764,Entire home/apt,3,0.22,33,301,2,187,0.602007622,3.610887448,2.336142504,85
NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94547,-77.00519,Entire home/apt,16,1.05,1,293,11,52,0.469710311,6.682544398,3.157618568,100
NA,"Shaw, Logan Circle",38.90769,-77.02305,Private room,10,0.52,39,25,7,176,0.105893926,3.918192593,0.756965442,103
NA,"Union Station, Stanton Park, Kingman Park",38.89308,-76.97666,Entire home/apt,77,4.31,2,134,55,49,0.439685978,4.37055972,3.430368295,180
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91566,-77.016,Private room,1,0.05,2,0,0,583,0.356084887,4.542823849,1.281777238,135
NA,"Congress Heights, Bellevue, Washington Highlands",38.8465,-76.99919,Entire home/apt,10,1.72,3,0,10,114,0.5857359,2.137694169,4.667033092,100
NA,"Congress Heights, Bellevue, Washington Highlands",38.84617,-76.99858,Entire home/apt,7,0.39,3,0,6,122,0.55069409,2.174629008,4.702202959,200
NA,"Congress Heights, Bellevue, Washington Highlands",38.84586,-76.99862,Entire home/apt,1,0.17,3,0,1,205,0.551939898,2.176614067,4.720400989,78
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.913513,-77.013512,Entire home/apt,126,7.08,1,242,81,36,0.458752822,4.438479888,1.349234941,167
NA,"Georgetown, Burleith/Hillandale",38.91354,-77.06509,Entire home/apt,13,0.75,2,47,8,106,1.055457126,4.49546054,1.600133699,250
NA,"Capitol View, Marshall Heights, Benning Heights",38.89143,-76.93098,Private room,3,0.18,1,78,0,522,0.404512435,6.427716717,5.884708936,50
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9015,-76.98035,Entire home/apt,11,0.63,10,282,4,161,1.03543798,4.628458759,3.112578337,139
NA,"North Michigan Park, Michigan Park, University Heights",38.93674,-76.99012,Entire home/apt,87,4.69,1,191,63,38,0.342318231,6.391833535,3.267779088,122
NA,"Shaw, Logan Circle",38.90918,-77.02068,Entire home/apt,91,5.09,1,21,66,41,0.200457013,4.046630574,0.896087964,138
NA,"Capitol Hill, Lincoln Park",38.87853,-76.98277,Entire home/apt,16,0.88,1,166,9,97,0.240728938,3.50996559,3.556453621,88
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91161,-77.04479,Entire home/apt,4,0.22,156,303,2,90,0.157308141,4.124412735,0.527423809,136
NA,"Brightwood Park, Crestwood, Petworth",38.93776,-77.02532,Private room,4,0.23,46,325,0,440,0.103722973,5.949047602,2.201391713,29
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92043,-77.03173,Private room,10,0.52,1,0,0,538,0.330254269,4.726013184,0.955518061,40
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90241,-76.9793,Entire home/apt,12,1.43,10,347,12,91,1.089520747,4.713483745,3.162279283,192
NA,"Capitol Hill, Lincoln Park",38.89122,-76.99487,Entire home/apt,11,0.68,10,55,8,38,0.45889828,3.571276086,2.545987492,133
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90301,-76.98189,Entire home/apt,24,1.52,10,291,17,66,1.154354766,4.65019157,3.017428237,131
NA,"Brightwood Park, Crestwood, Petworth",38.94034,-77.0304,Entire home/apt,108,6.65,4,327,78,42,0.428281033,6.101581626,2.314037157,125
NA,"Near Southeast, Navy Yard",38.87773,-76.99532,Entire home/apt,36,2.22,37,304,31,58,0.477563402,2.912229981,3.047778594,196
NA,"Shaw, Logan Circle",38.90945,-77.02445,Private room,78,4.09,39,23,39,66,0.24927047,4.022707925,0.697273128,115
NA,"Shaw, Logan Circle",38.90765,-77.02434,Private room,22,1.2,39,20,11,52,0.156283805,3.901714087,0.686478568,115
NA,"Shaw, Logan Circle",38.90786,-77.02287,Private room,45,2.45,39,19,21,176,0.11066786,3.931688258,0.767390454,103
NA,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89955,-76.92313,Entire home/apt,11,1.13,1,280,11,41,0.890882036,6.847958601,6.234228634,150
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9341,-77.02185,Entire home/apt,139,8.1,1,173,87,55,0.246874302,5.723776287,2.029863888,86
NA,"West End, Foggy Bottom, GWU",38.90737,-77.049,Entire home/apt,17,0.93,156,365,6,164,0.341664216,3.863242194,0.660764125,219
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91443,-77.04004,Entire home/apt,1,0.06,96,350,0,505,0.38051346,4.302672206,0.527507651,120
NA,"Union Station, Stanton Park, Kingman Park",38.90088,-76.99047,Entire home/apt,91,4.83,1,137,55,39,0.805894649,4.240034472,2.572311457,113
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90374,-76.97757,Entire home/apt,12,0.76,1,104,5,81,1.174886202,4.844973287,3.248203468,91
NA,"Congress Heights, Bellevue, Washington Highlands",38.82028,-77.00644,Entire home/apt,38,2,2,39,20,58,2.006500673,2.780856883,6.223802791,121
NA,"Dupont Circle, Connecticut Avenue/K Street",38.90792,-77.04681,Entire home/apt,2,0.15,156,117,1,38,0.218766371,3.883586513,0.543361907,98
NA,"Shaw, Logan Circle",38.90933,-77.02261,Private room,13,0.75,39,27,6,171,0.202659632,4.033873903,0.793955462,112
NA,"Shaw, Logan Circle",38.9097,-77.02467,Private room,14,0.79,39,24,7,171,0.270286825,4.037544594,0.689678908,115
NA,"Capitol View, Marshall Heights, Benning Heights",38.88732,-76.93288,Entire home/apt,29,1.85,1,227,22,45,0.391989327,6.217603854,5.842794292,89
NA,"Shaw, Logan Circle",38.90793,-77.02438,Private room,62,3.28,39,37,28,180,0.169098776,3.920289592,0.685445227,79
NA,"Shaw, Logan Circle",38.90794,-77.02447,Private room,53,3.03,39,22,29,57,0.173442509,3.920059339,0.680596026,112
NA,"Union Station, Stanton Park, Kingman Park",38.8933,-76.97904,Entire home/apt,62,4.45,1,47,51,50,0.466531833,4.282361622,3.301535922,121
NA,"Brightwood Park, Crestwood, Petworth",38.94331,-77.01887,Entire home/apt,15,0.85,1,337,9,44,0.476244447,6.376888443,2.679018272,84
NA,"Shaw, Logan Circle",38.90942,-77.02452,Private room,4,0.22,39,28,0,409,0.249706736,4.019985888,0.69308716,115
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91943,-77.01547,Private room,5,0.3,46,189,4,46,0.540444335,4.801665313,1.442636164,28
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9161,-77.04416,Private room,3,0.16,8,350,0,496,0.449930701,4.430076766,0.730923114,189
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91661,-77.04406,Entire home/apt,62,3.42,8,365,41,58,0.484561241,4.464727644,0.757897394,182
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93671,-77.03177,Entire home/apt,0,NA,1,0,0,-1,0.45635868,5.847052334,2.055364835,140
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91629,-77.04231,Entire home/apt,22,1.22,8,353,9,78,0.465147554,4.436265748,0.693285852,180
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91642,-77.04414,Entire home/apt,58,3.2,8,360,37,78,0.471832224,4.452000533,0.74899282,178
NA,"Brightwood Park, Crestwood, Petworth",38.93629,-77.02498,Private room,7,0.55,46,266,6,53,0.114811769,5.850459676,2.110088689,33
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91641,-77.04194,Entire home/apt,23,1.33,8,357,13,74,0.476358938,4.443433355,0.692512653,182
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91543,-77.04395,Entire home/apt,58,3.19,8,362,36,74,0.40292008,4.383087181,0.686037493,197
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92655,-77.02756,Entire home/apt,28,6.09,1,118,28,38,0.286977589,5.166780722,1.429226645,149
NA,"North Michigan Park, Michigan Park, University Heights",38.949898,-76.996147,Entire home/apt,3,0.24,1,317,2,49,0.357275214,7.119200997,3.692018683,120
NA,"Shaw, Logan Circle",38.90944,-77.02276,Private room,16,0.86,39,27,7,199,0.211749651,4.039642827,0.787363151,115
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91503,-77.04347,Entire home/apt,71,3.92,8,354,47,64,0.374277685,4.353595641,0.648516111,192
NA,"Brightwood Park, Crestwood, Petworth",38.93922,-77.02775,Entire home/apt,80,4.85,1,28,72,38,0.264249438,6.035764374,2.265160072,94
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91472,-77.04251,Entire home/apt,64,3.53,8,364,39,71,0.356331691,4.32876406,0.602544455,206
NA,"Dupont Circle, Connecticut Avenue/K Street",38.9132,-77.03773,Entire home/apt,84,4.62,2,0,52,82,0.39737502,4.215900385,0.416472954,70
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91178,-77.03606,Entire home/apt,91,5.19,2,0,62,64,0.428772873,4.118889893,0.31933078,70
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92716,-77.03181,Entire home/apt,44,2.41,1,0,8,353,0.06237739,5.189104789,1.40500043,56
NA,"North Michigan Park, Michigan Park, University Heights",38.9375,-76.98679,Entire home/apt,7,0.4,1,306,4,61,0.515907186,6.515249682,3.443363954,90
NA,"Capitol Hill, Lincoln Park",38.88848,-76.98745,Entire home/apt,14,0.82,1,179,9,183,0.50871154,3.718591263,2.993037792,185
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93548,-77.01917,Entire home/apt,72,4.55,1,110,55,51,0.270706931,5.841474363,2.178252977,161
NA,"Hawthorne, Barnaby Woods, Chevy Chase",38.96732,-77.05718,Entire home/apt,48,2.76,1,35,33,65,1.612057575,8.02103313,4.293519963,80
NA,"Union Station, Stanton Park, Kingman Park",38.89644,-77.00187,Entire home/apt,7,0.39,32,198,4,237,0.316518595,3.631368164,2.051682547,146
NA,"Shaw, Logan Circle",38.90804,-77.02302,Private room,10,0.53,39,27,2,171,0.125488069,3.942169936,0.760061151,115
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91657,-77.02848,Entire home/apt,9,0.51,156,289,5,38,0.061613928,4.476805582,0.793318696,215
NA,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90269,-76.92737,Entire home/apt,43,3.16,1,65,36,44,0.573902719,6.962174641,5.988428994,76
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92067,-77.04759,Entire home/apt,21,1.39,1,135,16,42,0.403351653,4.76206405,1.097504197,90
