@relation 'dc_listings - full-weka.filters.unsupervised.attribute.Remove-R1-5,10-18,22-30,32-34-weka.filters.unsupervised.attribute.Remove-R1-3-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute room_type {'Private room','Entire home/apt','Hotel room','Shared room'}
@attribute availability_365 numeric
@attribute number_of_reviews numeric
@attribute number_of_reviews_ltm numeric
@attribute calculated_host_listings_count numeric
@attribute reviews_per_month numeric
@attribute days_since_last_review numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
'Entire home/apt',360,58,37,8,3.2,109,0.471737,4.451198,0.742944,178
'Entire home/apt',0,104,12,1,1.3,-1,0.370937,3.225975,2.25671,164
'Entire home/apt',341,35,17,3,1.3,214,0.136347,3.03079,2.718086,275
'Entire home/apt',235,110,34,1,1.3,81,0.807798,4.000976,2.748169,186
'Entire home/apt',0,109,2,1,1.3,74,0.091567,5.833667,2.26471,125
'Private room',136,86,0,1,1.3,66,0.707334,5.435516,2.140084,180
'Entire home/apt',356,83,22,1,1.3,348,0.648071,4.147153,2.984443,155
'Private room',194,68,2,3,1.3,425,0.603047,3.578585,2.331722,50
'Entire home/apt',143,55,22,1,1.3,38,0.743931,6.634099,2.856902,120
'Entire home/apt',357,51,21,1,1.3,51,0.975911,4.724967,3.311623,182
'Private room',12,44,20,4,1.3,-1,0.683446,3.010369,4.227603,58
'Entire home/apt',0,37,1,3,1.3,87,0.918039,6.779257,2.992056,100
'Entire home/apt',328,33,12,6,1.3,66,0.358099,4.251469,0.496814,208
'Private room',167,23,12,39,1.3,-1,0.281234,4.047841,0.672586,120
'Private room',163,20,18,6,1.3,578,0.029399,4.299959,0.912366,91
'Entire home/apt',304,15,15,1,1.3,66,0.174163,6.035995,2.277261,115
'Private room',279,2,2,2,1.3,109,0.487256,6.205839,4.922728,32
'Entire home/apt',365,9,9,4,1.3,37,1.301167,2.518967,5.711278,400
'Entire home/apt',359,3,3,1,1.3,667,0.8488,6.523242,2.72253,391
'Private room',2,8,8,8,1.3,-1,0.134327,5.876209,6.667779,49
'Entire home/apt',0,57,11,1,1.3,66,1.387583,9.310872,5.695158,120
'Entire home/apt',353,228,24,2,3.48,-1,0.338043,5.384823,1.584336,150
'Entire home/apt',48,263,50,1,3.48,61,0.101331,3.433043,3.168892,119
'Entire home/apt',12,213,34,1,3.48,537,0.755478,4.100688,1.657097,536
'Entire home/apt',147,57,41,1,3.48,44,0.22568,3.922011,0.563144,148
'Private room',353,24,24,11,3.48,-1,0.439289,7.066532,5.618716,59
'Entire home/apt',16,236,37,1,2.52,339,0.202852,3.030019,2.812346,199
'Entire home/apt',160,107,22,1,2.52,44,0.237367,5.424514,2.408152,175
'Entire home/apt',257,162,23,8,2.52,140,0.559238,3.497738,2.295439,169
'Entire home/apt',177,134,33,1,2.52,39,0.191515,4.102641,1.894913,272
'Entire home/apt',360,34,29,3,2.52,-1,0.396901,4.564481,1.818174,500
'Entire home/apt',333,9,9,20,2.52,51,1.386319,5.361114,6.211969,176
'Private room',0,110,36,1,2.52,345,0.634648,8.995849,5.284638,39
'Entire home/apt',55,23,2,4,0.38,-1,0.148909,4.210186,0.757312,150
'Entire home/apt',0,35,0,1,0.38,56,0.604982,3.914571,2.896183,175
'Entire home/apt',272,27,6,19,0.38,55,0.409295,4.339481,0.546867,123
'Entire home/apt',228,27,15,19,0.38,51,0.430728,3.279166,2.19342,354
'Entire home/apt',0,31,0,1,0.38,60,0.793615,4.510661,2.583404,89
'Entire home/apt',251,25,3,1,0.38,53,0.643641,4.708542,1.546709,150
'Entire home/apt',113,25,9,1,0.38,512,1.160566,5.201938,2.219519,1200
'Entire home/apt',364,24,3,1,0.38,49,0.223789,5.279613,1.523159,649
'Entire home/apt',212,21,7,1,0.38,143,0.46878,6.714894,3.028283,80
'Entire home/apt',204,11,0,1,0.38,53,0.333993,2.076545,1.958374,100
'Entire home/apt',271,20,3,10,0.38,-1,0.558432,4.843819,1.077891,245
'Entire home/apt',355,19,6,1,0.38,44,0.975964,7.414254,3.67442,85
'Entire home/apt',0,17,3,1,0.38,353,0.37455,5.636162,1.969025,120
'Entire home/apt',3,17,10,2,0.38,52,0.148978,4.390934,0.861667,625
'Private room',0,16,0,1,0.38,45,1.202338,6.148335,3.604042,70
'Entire home/apt',168,6,1,1,0.38,55,0.396434,6.097973,6.351583,225
'Entire home/apt',89,10,2,5,0.38,374,0.597124,4.188729,0.973856,200
'Entire home/apt',0,5,4,3,0.38,67,0.008993,5.945294,2.213832,69
'Entire home/apt',159,1,1,32,0.38,41,0.708846,3.977464,1.274277,134
'Private room',257,5,3,1,0.38,175,0.986915,6.315437,3.594694,55
'Entire home/apt',362,5,3,1,0.38,670,0.237129,4.424448,1.804941,600
'Entire home/apt',270,1,1,5,0.38,71,0.585783,4.56049,0.812226,110
'Entire home/apt',190,18,5,1,0.38,57,1.417144,10.073761,6.311807,65
'Private room',105,8,4,1,0.38,80,1.23857,8.75169,5.156114,44
'Entire home/apt',260,6,5,1,0.38,-1,1.544913,10.199191,6.482659,142
'Entire home/apt',348,16,5,6,0.38,130,0.656346,4.186973,2.690307,177
'Entire home/apt',271,1,1,31,0.38,37,0.146625,3.35979,1.98168,64
'Entire home/apt',180,35,3,1,0.37,39,0.764229,5.732181,1.954473,106
'Private room',353,31,8,1,0.37,61,0.605501,7.012313,3.364256,145
'Entire home/apt',59,27,2,3,0.37,109,0.147519,3.274344,3.222324,295
'Entire home/apt',359,24,12,1,0.37,-1,0.566491,3.617984,2.45257,189
'Entire home/apt',0,26,0,2,0.37,-1,0.231956,3.903403,0.559541,285
'Entire home/apt',256,25,8,1,0.37,-1,0.943583,4.111645,2.604622,250
'Entire home/apt',105,24,2,1,0.37,518,0.147475,2.573682,5.010696,55
'Entire home/apt',0,21,0,1,0.37,52,0.917661,5.784551,6.034979,115
'Entire home/apt',0,20,0,4,0.37,41,0.288766,4.249041,0.512035,68
'Entire home/apt',356,12,0,29,0.37,288,0.102028,3.308033,0.540986,294
'Entire home/apt',365,8,5,156,0.37,44,0.403574,4.380554,0.65755,196
'Entire home/apt',304,2,2,1,0.37,45,0.327199,5.242083,2.157418,75
'Entire home/apt',153,2,2,4,0.37,81,1.070704,4.910438,2.877522,91
'Entire home/apt',6,1,1,2,0.37,44,0.27737,2.539127,4.026027,150
'Entire home/apt',15,1,1,3,0.37,38,0.540731,3.521149,2.34794,381
'Entire home/apt',283,1,1,1,0.37,83,0.452507,10.16868,6.374293,198
'Private room',40,20,0,1,0.37,-1,1.413457,8.899956,5.328722,70
'Private room',348,2,2,11,0.37,172,0.334757,6.997462,5.631072,59
'Entire home/apt',263,111,0,1,1.21,54,0.304577,3.834068,1.806734,90
'Private room',364,84,0,1,1.21,158,0.151971,4.173484,0.861334,257
'Entire home/apt',365,71,11,4,1.21,98,0.556698,3.875007,2.194116,170
'Entire home/apt',10,7,7,1,1.21,-1,0.496627,6.312263,5.837104,170
'Entire home/apt',82,15,14,15,1.21,44,0.082414,3.976515,0.454753,518
'Entire home/apt',174,12,12,1,1.21,80,0.561793,7.243614,3.567004,761
'Entire home/apt',110,7,7,17,1.21,54,0.094028,2.061372,2.378799,383
'Entire home/apt',13,5,5,16,1.21,207,0.277608,6.169907,6.722204,263
'Entire home/apt',338,52,10,1,0.51,-1,1.143255,4.631255,1.789424,350
'Entire home/apt',290,43,16,8,0.51,158,0.153505,5.360704,1.579835,119
'Entire home/apt',359,37,1,10,0.51,41,0.287388,4.178386,1.037261,600
'Private room',0,34,0,1,0.51,576,0.298668,3.90081,0.520068,155
'Private room',238,32,9,2,0.51,-1,0.751151,5.068057,4.20741,50
'Private room',318,34,4,12,0.51,94,0.032928,5.827165,4.839635,43
'Entire home/apt',168,31,11,1,0.51,54,0.69076,4.720252,1.683621,120
'Entire home/apt',107,23,13,1,0.51,102,0.797381,4.326632,2.998351,300
'Entire home/apt',0,21,0,1,0.51,52,0.478335,4.397587,1.49864,177
'Private room',26,19,12,3,0.51,204,0.707653,3.028603,3.756758,69
'Private room',325,20,5,5,0.51,-1,0.681492,6.938553,3.245876,60
'Private room',365,16,1,3,0.51,116,0.488608,6.523191,5.538717,40
'Entire home/apt',47,10,4,1,0.51,62,1.409501,8.442892,4.752952,95
'Private room',0,17,0,7,0.51,44,0.786998,3.17129,3.851404,40
'Entire home/apt',147,17,8,1,0.51,452,0.291635,3.191356,3.018568,70
'Private room',320,16,3,6,0.51,43,0.544089,4.509809,0.85526,295
'Entire home/apt',289,9,5,156,0.51,74,0.060252,4.475172,0.785588,215
'Entire home/apt',363,4,4,6,0.51,235,0.10207,3.308045,0.541044,426
'Private room',186,1,1,16,0.51,527,0.426299,2.640169,4.168033,46
'Private room',179,17,10,3,0.51,-1,0.298716,5.785947,7.039273,80
'Entire home/apt',352,43,1,3,0.51,119,0.745869,7.784524,4.311737,85
'Entire home/apt',60,1,1,2,0.51,62,0.531783,10.203297,6.411719,200
'Entire home/apt',218,74,29,1,1.86,73,0.897363,5.958073,3.281385,100
'Entire home/apt',46,146,31,1,1.86,45,0.657643,3.801688,1.424815,200
'Private room',341,118,9,1,1.86,49,0.781416,6.544067,2.74827,40
'Entire home/apt',161,97,16,2,1.86,-1,0.232892,2.972714,2.793572,279
'Entire home/apt',292,88,27,2,1.86,44,0.65331,4.458011,2.444846,310
'Entire home/apt',164,30,16,1,1.86,-1,0.630516,2.055615,4.755877,92
'Entire home/apt',365,31,21,156,1.86,123,0.156536,4.118785,0.41998,273
'Private room',27,30,20,39,1.86,92,0.223697,4.04199,0.755299,115
'Entire home/apt',262,479,89,1,5.62,87,0.191321,3.076011,2.485078,118
'Entire home/apt',332,390,65,1,5.62,64,1.431601,7.241091,3.441719,72
'Entire home/apt',49,161,59,1,5.62,57,0.713478,3.807943,2.562651,115
'Private room',350,44,44,5,5.62,372,0.981884,1.975023,5.020262,54
'Private room',333,90,12,3,1,55,0.391408,3.302434,2.332742,126
'Entire home/apt',12,1,1,1,1,73,0.16743,3.399487,1.002812,295
'Entire home/apt',0,55,0,1,1,-1,0.144294,3.306508,3.138917,79
'Private room',287,52,0,1,1,115,0.281035,5.657535,1.939404,55
'Entire home/apt',0,46,13,1,1,204,1.130565,4.668211,2.918391,152
'Entire home/apt',145,39,3,2,1,109,0.468844,4.337364,0.538435,115
'Entire home/apt',119,39,11,6,1,52,1.184074,3.616101,4.579925,99
'Private room',266,1,1,1,1,40,0.942579,4.596104,3.160914,56
'Entire home/apt',198,1,1,157,1,122,0.352295,4.242294,0.496104,197
'Entire home/apt',112,31,17,6,1,-1,1.080693,3.757022,4.700717,284
'Entire home/apt',0,32,0,1,1,-1,0.377278,5.843865,2.136391,363
'Entire home/apt',363,1,1,156,1,92,0.217816,3.020596,2.822426,123
'Entire home/apt',83,1,1,1,1,199,0.85239,6.586984,2.788407,160
'Entire home/apt',225,1,1,156,1,129,0.318889,3.71578,0.150494,123
'Entire home/apt',328,1,1,156,1,115,0.281804,2.294348,2.111046,95
'Private room',180,1,1,1,1,61,0.678075,6.56389,5.757814,85
'Entire home/apt',365,16,7,156,1,-1,0.380081,4.285919,0.501695,283
'Entire home/apt',87,1,1,2,1,74,0.106886,3.079133,2.737546,324
'Entire home/apt',317,1,1,1,1,592,0.116097,4.327913,1.846751,150
'Private room',365,1,1,1,1,-1,1.036535,2.608612,5.630952,86
'Entire home/apt',365,1,1,156,1,46,0.151073,4.446945,0.721017,129
'Entire home/apt',169,1,1,1,1,40,0.280356,4.245866,0.568251,643
'Entire home/apt',255,1,1,2,1,56,0.165754,6.017453,5.503826,79
'Entire home/apt',0,6,6,2,1,50,0.424313,3.339519,2.320116,320
'Entire home/apt',77,1,1,1,1,261,0.824614,6.759114,3.025009,88
'Entire home/apt',284,1,1,157,1,347,1.480275,5.166283,2.416682,290
'Entire home/apt',319,1,1,4,1,51,0.256778,3.639892,0.922545,169
'Private room',99,1,1,16,1,39,0.39491,2.660355,4.115654,55
'Entire home/apt',332,1,1,2,1,206,0.598636,4.839622,1.483697,118
'Entire home/apt',124,1,1,2,1,41,0.246864,6.205026,2.601734,400
'Private room',354,1,1,9,1,292,0.588079,4.093829,0.952738,322
'Private room',262,1,1,46,1,-1,0.524569,4.720164,1.426113,35
'Entire home/apt',20,1,1,4,1,39,0.374532,4.795462,1.022233,126
'Entire home/apt',341,1,1,2,1,40,0.711216,7.56379,3.994391,70
'Private room',354,1,1,9,1,152,0.580118,3.751195,1.475321,322
'Entire home/apt',64,1,1,1,1,592,0.435281,4.299017,0.505273,195
'Private room',332,1,1,7,1,66,0.251043,4.076275,0.948195,90
'Entire home/apt',345,1,1,1,1,242,0.480502,4.003521,0.238903,211
'Entire home/apt',38,1,1,4,1,-1,0.417009,5.098905,1.395909,380
'Entire home/apt',38,1,1,1,1,37,0.259292,4.993747,1.220209,245
'Entire home/apt',256,1,1,1,1,47,0.279864,4.558351,0.782329,101
'Entire home/apt',347,1,1,1,1,88,0.939846,2.475707,5.473153,128
'Entire home/apt',349,1,1,1,1,-1,0.471479,5.584655,1.784286,104
'Private room',365,1,1,6,1,-1,0.901161,7.973136,4.293568,79
'Entire home/apt',272,1,1,157,1,98,0.295555,3.372505,2.515744,91
'Entire home/apt',137,1,1,2,1,46,0.762072,4.470015,2.548653,250
'Entire home/apt',365,1,1,1,1,-1,0.803612,1.5879,3.152226,200
'Entire home/apt',72,1,1,1,1,-1,0.775849,5.711415,2.452413,85
'Entire home/apt',343,1,1,2,1,38,0.373069,2.953103,2.950363,299
'Entire home/apt',319,1,1,2,1,275,0.08242,3.308418,1.074964,120
'Entire home/apt',172,1,1,1,1,73,1.094417,4.613523,2.878037,131
'Private room',66,1,1,2,1,38,1.081707,6.805865,3.004693,65
'Entire home/apt',271,1,1,1,1,55,0.842069,5.819021,2.577715,113
'Entire home/apt',325,1,1,1,1,231,1.392632,5.225208,2.390536,350
'Entire home/apt',359,1,1,5,1,178,1.100057,4.890645,2.890586,125
'Entire home/apt',341,1,1,4,1,-1,0.900077,4.317481,2.639768,160
'Entire home/apt',344,1,1,4,1,163,0.87435,4.687069,3.384281,207
'Private room',359,1,1,6,1,-1,0.955171,4.817026,2.743071,41
'Entire home/apt',157,1,1,3,1,-1,0.794855,4.640345,2.589783,168
'Entire home/apt',334,1,1,1,1,126,0.764075,3.820267,2.4729,120
'Entire home/apt',17,1,1,1,1,65,0.360556,4.435351,1.24491,253
'Entire home/apt',334,1,1,1,1,39,0.854037,4.390939,3.007834,186
'Entire home/apt',346,1,1,4,1,98,0.954676,4.202642,2.650534,160
'Entire home/apt',353,1,1,1,1,60,0.936093,4.671173,3.277141,105
'Private room',348,1,1,2,1,430,0.873443,8.695603,5.253414,42
'Entire home/apt',336,1,1,20,1,51,0.537384,6.092501,5.797271,181
'Private room',353,1,1,1,1,44,0.225335,3.511365,2.941087,100
'Private room',357,1,1,11,1,82,1.378439,4.059528,6.844681,30
'Private room',339,100,4,1,1,563,0.546121,8.800499,5.092084,65
'Entire home/apt',172,1,1,2,1,606,0.393634,3.50538,2.350489,197
'Entire home/apt',271,1,1,31,1,122,0.366908,3.136299,1.970114,70
'Entire home/apt',89,4,0,1,0.04,486,0.13112,3.085168,1.098491,80
'Entire home/apt',0,3,0,2,0.04,63,0.087008,3.361805,0.803237,157
'Entire home/apt',175,3,0,8,0.04,125,0.303114,5.499321,1.72556,709
'Entire home/apt',356,3,1,29,0.04,44,0.102028,3.308033,0.540986,294
'Private room',359,3,1,2,0.04,-1,0.491081,6.241497,5.825057,50
'Entire home/apt',0,3,0,1,0.04,59,0.435814,4.694742,0.897913,110
'Entire home/apt',0,3,0,1,0.04,66,0.328235,3.706345,0.617176,200
'Entire home/apt',0,3,0,1,0.04,43,0.140402,5.884525,2.129548,85
'Entire home/apt',0,3,0,1,0.04,44,0.234692,3.46781,1.303331,110
'Entire home/apt',178,1,0,2,0.04,38,0.558717,3.961142,0.960166,250
'Entire home/apt',0,3,0,1,0.04,331,0.067401,2.913856,2.301801,105
'Entire home/apt',0,3,0,1,0.04,39,0.25602,3.739287,0.06306,73
'Entire home/apt',0,3,0,1,0.04,38,0.382007,5.552666,1.788641,100
'Private room',0,3,0,1,0.04,187,0.180153,4.471213,1.07751,175
'Private room',194,3,2,9,0.04,367,0.624151,3.754135,1.33346,221
'Entire home/apt',0,3,0,1,0.04,149,0.724107,5.874196,2.074192,42
'Entire home/apt',0,3,0,1,0.04,54,0.385167,3.239617,2.244876,250
'Entire home/apt',0,3,0,1,0.04,110,0.805653,4.151648,2.842142,250
'Entire home/apt',0,2,0,1,0.04,50,0.449857,3.593652,2.697708,80
'Entire home/apt',262,2,0,1,0.04,79,0.424742,3.559897,2.649454,100
'Private room',0,2,0,1,0.04,114,0.259912,5.024648,2.118223,33
'Private room',0,2,0,1,0.04,86,0.357399,4.447429,1.675592,50
'Private room',0,2,0,2,0.04,39,0.963067,4.148713,2.637406,65
'Private room',0,2,0,1,0.04,181,0.215447,8.705078,4.928119,48
'Entire home/apt',0,2,0,1,0.04,-1,0.59674,6.262434,3.340465,50
'Entire home/apt',0,2,0,1,0.04,145,0.265925,3.628366,0.95722,75
'Private room',0,2,0,1,0.04,44,0.297657,4.50194,1.202274,125
'Private room',363,2,0,1,0.04,38,1.923269,2.534091,6.014976,72
'Private room',0,2,0,1,0.04,-1,0.24747,5.57247,4.66677,45
'Entire home/apt',0,2,0,1,0.04,133,0.575977,4.497557,0.699811,100
'Entire home/apt',0,2,0,2,0.04,39,0.72116,3.796553,2.513251,75
'Entire home/apt',332,1,0,157,0.04,654,0.41522,3.802262,0.32376,172
'Entire home/apt',270,1,0,235,0.04,-1,0.182069,3.258743,0.982365,224
'Entire home/apt',306,1,0,235,0.04,275,0.182069,3.258743,0.982365,206
'Entire home/apt',338,1,0,235,0.04,-1,0.182069,3.258743,0.982365,225
'Entire home/apt',2,1,0,235,0.04,-1,0.135202,3.098941,1.100385,198
'Private room',365,1,0,3,0.04,64,0.473549,6.378022,5.75141,520
'Entire home/apt',30,1,0,235,0.04,220,0.135202,3.098941,1.100385,214
'Entire home/apt',0,1,0,235,0.04,59,0.499028,4.473884,0.733303,135
'Entire home/apt',202,1,0,157,0.04,65,0.220481,3.468156,1.032456,162
'Entire home/apt',318,1,0,12,0.04,66,0.429882,4.356845,0.575769,133
'Entire home/apt',0,1,0,1,0.04,292,0.770833,4.279108,1.148252,100
'Private room',0,1,0,2,0.04,171,0.373872,3.702881,0.447256,298
'Private room',318,1,0,63,0.04,584,0.388321,2.980368,2.984763,55
'Entire home/apt',0,1,0,235,0.04,94,0.326123,4.297359,0.569839,216
'Private room',0,1,0,1,0.04,507,0.316859,6.249168,2.502584,37
'Private room',0,1,0,4,0.04,171,0.820685,4.2633,2.552022,55
'Entire home/apt',0,1,0,1,0.04,39,0.239137,6.209091,3.101986,145
'Private room',284,1,0,10,0.04,122,0.464242,5.293423,1.598668,51
'Entire home/apt',85,1,0,1,0.04,66,1.349813,7.220708,4.637719,40
'Entire home/apt',363,1,0,1,0.04,111,1.366963,8.252769,5.240296,225
'Private room',126,1,0,1,0.04,220,0.561843,4.497634,6.233552,30
'Entire home/apt',273,3,1,3,0.04,142,0.229606,3.274437,1.971422,65
'Entire home/apt',322,124,27,1,1.35,39,0.847607,6.783994,3.035938,295
'Private room',365,94,19,10,1.35,171,0.544482,5.222774,1.560746,46
'Entire home/apt',0,72,1,1,1.35,204,0.41637,6.304382,2.605219,179
'Entire home/apt',0,67,9,1,1.35,171,0.46076,3.4275,2.350874,195
'Entire home/apt',28,40,19,2,1.35,85,0.515804,6.524029,3.388192,375
'Entire home/apt',365,31,17,1,1.35,48,0.499067,5.442892,1.742337,235
'Entire home/apt',93,23,11,1,1.35,198,0.516149,6.141449,2.346439,99
'Entire home/apt',304,15,15,1,1.35,62,0.280141,4.059451,0.269684,147
'Entire home/apt',176,71,9,1,1.35,37,0.371599,8.979658,5.210249,125
'Private room',131,49,8,3,1.35,94,0.346267,5.763364,7.086796,60
'Entire home/apt',331,113,4,2,1.11,56,0.184471,3.014426,2.773209,176
'Entire home/apt',85,92,0,1,1.11,358,0.194689,3.253992,3.111322,239
'Shared room',119,72,13,15,1.11,37,0.254159,4.054767,0.724476,54
'Entire home/apt',0,66,0,1,1.11,-1,0.154257,3.98254,0.767975,350
'Hotel room',357,66,23,33,1.11,46,0.193084,3.235337,3.246458,26
'Entire home/apt',272,68,7,1,1.11,87,0.185736,4.012501,0.560485,115
'Entire home/apt',250,56,22,2,1.11,187,0.409993,3.878658,0.400854,269
'Entire home/apt',134,53,11,6,1.11,52,0.285724,4.231398,0.645345,155
'Entire home/apt',125,44,15,1,1.11,176,0.893478,4.172703,2.776033,109
'Entire home/apt',351,24,16,156,1.11,49,0.249036,3.230919,2.447038,239
'Entire home/apt',156,23,16,1,1.11,583,0.275476,3.646854,3.493547,135
'Private room',270,2,2,4,1.11,114,0.090263,4.232327,0.877556,115
'Entire home/apt',355,2,2,15,1.11,122,0.056963,4.36978,0.956019,294
'Entire home/apt',336,98,18,1,1.11,205,0.647574,4.242905,2.796989,250
'Entire home/apt',64,44,6,3,1.11,36,1.244389,9.618113,5.928617,87
'Entire home/apt',97,165,9,2,1.68,106,0.40294,4.344895,0.574758,145
'Entire home/apt',272,117,10,1,1.68,522,0.533222,6.421812,2.649642,205
'Entire home/apt',87,7,7,1,1.68,161,1.368073,6.346184,3.834741,110
'Entire home/apt',49,68,22,2,1.68,38,0.394147,6.38135,3.268189,119
'Entire home/apt',58,68,21,79,1.68,41,0.5331,4.016913,0.324179,211
'Entire home/apt',38,52,23,1,1.68,97,0.383077,4.328796,0.563611,189
'Entire home/apt',0,19,19,31,1.68,90,0.954955,4.232815,1.566433,334
'Private room',313,12,12,1,1.68,440,0.731064,3.508347,3.954582,90
'Entire home/apt',293,9,9,3,1.68,538,0.19014,5.331342,1.563048,193
'Entire home/apt',354,6,6,1,1.68,91,1.023735,5.684327,6.059436,92
'Entire home/apt',365,6,6,6,1.68,38,0.90458,7.935596,4.2512,199
'Entire home/apt',61,14,14,1,1.68,66,0.508006,8.278695,4.918334,135
'Entire home/apt',288,51,23,1,1.68,42,0.252734,3.669428,3.191098,133
'Entire home/apt',104,389,54,16,3.95,58,0.302319,4.272014,0.545705,250
'Entire home/apt',102,292,23,3,3.95,66,0.430316,4.001913,0.215008,180
'Entire home/apt',321,247,43,1,3.95,52,0.15605,3.894102,0.660986,115
'Entire home/apt',68,123,45,1,3.95,176,0.59403,5.354215,2.843986,84
'Entire home/apt',39,45,45,1,3.95,41,0.087524,4.449394,0.75638,259
'Entire home/apt',112,30,30,1,3.95,55,0.211183,3.213152,3.158669,317
'Private room',166,5,5,1,3.95,164,0.652744,3.014116,4.075663,52
'Entire home/apt',349,419,54,1,4.52,505,0.548421,3.606177,2.240858,138
'Entire home/apt',120,255,62,7,4.52,39,0.579396,4.838006,1.067722,114
'Entire home/apt',146,230,44,6,4.52,81,0.257268,3.323888,1.539978,79
'Entire home/apt',77,115,52,1,4.52,58,0.606529,6.747245,5.794074,85
'Entire home/apt',62,11,11,3,4.52,38,0.730383,4.49625,2.521969,170
'Entire home/apt',228,79,2,1,0.82,171,0.439822,4.393608,1.531085,200
'Entire home/apt',161,51,13,1,0.82,171,0.402634,3.007965,5.365883,180
'Entire home/apt',105,54,12,2,0.82,45,0.285278,3.569399,1.977854,600
'Shared room',351,50,9,33,0.82,180,0.210913,3.225107,3.266846,25
'Private room',72,27,9,4,0.82,57,0.51075,6.807621,3.395585,60
'Entire home/apt',32,18,15,31,0.82,50,0.975387,4.218874,1.473221,152
'Entire home/apt',179,14,9,1,0.82,44,0.508066,3.65968,2.921864,185
'Entire home/apt',225,15,8,1,0.82,409,1.300191,4.841665,3.098403,55
'Entire home/apt',89,7,7,1,0.82,46,0.591243,3.953665,2.192983,300
'Private room',277,2,2,46,0.82,496,0.112367,5.879156,2.130083,35
'Private room',94,72,7,3,0.82,58,0.425015,9.190625,5.742006,55
'Entire home/apt',214,21,12,2,0.82,-1,0.669922,8.320665,4.630475,104
'Entire home/apt',151,45,12,2,0.82,78,0.693572,9.51549,5.739389,109
'Entire home/apt',135,27,10,3,0.82,78,1.502918,5.427333,5.979895,65
'Private room',262,547,90,2,5.4,53,0.311863,3.430182,2.967505,68
'Entire home/apt',322,58,58,1,5.4,74,0.213812,4.21576,1.000283,89
'Entire home/apt',336,214,89,5,5.4,74,0.987904,4.459977,2.754263,371
'Entire home/apt',60,134,69,1,5.4,38,0.67241,4.468756,3.299593,107
'Entire home/apt',306,92,8,32,0.95,49,0.139907,3.779847,0.664593,147
'Entire home/apt',365,46,3,19,0.95,199,0.459542,3.284798,2.100838,169
'Entire home/apt',302,62,22,3,0.95,64,0.178734,4.076151,1.847915,360
'Entire home/apt',230,40,20,1,0.95,38,0.128884,3.441641,3.146811,401
'Entire home/apt',64,22,1,2,0.36,71,0.341612,6.007382,6.425691,250
'Private room',22,22,2,3,0.36,82,0.458931,5.532004,4.884205,50
'Entire home/apt',365,26,12,1,0.36,64,0.142492,5.306217,1.531511,85
'Entire home/apt',19,14,4,2,0.36,353,1.545355,7.399565,3.59782,99
'Private room',42,25,0,1,0.36,61,0.471372,5.414585,1.70585,65
'Entire home/apt',0,2,2,1,0.36,183,1.06983,4.377827,1.646457,180
'Private room',176,15,1,4,0.36,51,0.089074,4.430007,0.751933,170
'Entire home/apt',11,14,5,1,0.36,65,0.568372,5.641279,1.84507,200
'Entire home/apt',0,14,0,6,0.36,237,0.18605,3.605281,0.800797,139
'Private room',0,13,1,7,0.36,171,0.45344,5.493467,1.797113,42
'Entire home/apt',179,9,8,2,0.36,38,0.255867,4.031714,1.89244,549
'Entire home/apt',331,10,0,156,0.36,44,0.195604,2.999615,2.771498,196
'Entire home/apt',0,8,1,1,0.36,42,0.754045,4.165852,2.900318,325
