@relation 'dc_listings - full-weka.filters.unsupervised.attribute.Remove-R1-5,10-18,22-30,32-34-weka.filters.unsupervised.attribute.Remove-R1-3-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute room_type {'Private room','Entire home/apt','Hotel room','Shared room'}
@attribute availability_365 numeric
@attribute number_of_reviews numeric
@attribute number_of_reviews_ltm numeric
@attribute calculated_host_listings_count numeric
@attribute reviews_per_month numeric
@attribute days_since_last_review numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
'Entire home/apt',186,2,1,157,0.1,1356,0.271779,3.381515,1.107022,169
'Entire home/apt',0,2,0,1,0.1,1166,1.20505,4.709709,2.992927,150
'Entire home/apt',0,2,0,1,0.1,54,0.365299,4.188317,0.390163,95
'Entire home/apt',281,2,1,156,0.1,60,0.400751,4.37789,0.700165,96
'Entire home/apt',65,2,0,1,0.1,53,0.41577,4.054408,0.78353,198
'Private room',355,1,1,63,0.1,-1,0.248116,3.27142,2.905268,42
'Entire home/apt',0,1,1,96,0.1,38,0.281231,4.111967,0.628055,110
'Entire home/apt',332,1,1,156,0.1,44,0.511314,3.661048,2.801167,87
'Entire home/apt',265,6,2,1,0.1,73,1.31245,9.658364,5.97612,118
'Entire home/apt',132,1,1,1,0.1,1276,0.897561,7.969108,4.835783,80
'Entire home/apt',222,9,0,1,0.1,59,0.385661,9.530221,5.98333,80
'Entire home/apt',105,11,1,5,0.1,649,0.286666,3.227172,2.02364,69
'Entire home/apt',107,1,1,31,0.1,1371,0.311557,3.194601,1.992857,50
'Entire home/apt',298,93,15,4,0.81,37,0.268804,4.24798,0.559963,595
'Entire home/apt',342,69,9,1,0.81,-1,0.284197,8.451313,4.672455,80
'Private room',365,66,0,1,0.81,59,0.739053,6.306162,2.504677,75
'Entire home/apt',18,60,6,1,0.81,41,0.501041,6.18219,2.389676,90
'Private room',255,59,1,10,0.81,53,0.583028,5.342317,1.680632,47
'Entire home/apt',179,50,0,2,0.81,51,0.119227,1.940472,2.475325,110
'Entire home/apt',353,29,3,2,0.81,430,0.466905,4.07879,1.331921,149
'Private room',56,25,24,1,0.81,202,0.304,2.593836,4.031066,75
'Entire home/apt',180,25,24,1,0.81,-1,0.443866,8.766539,4.976925,150
'Private room',363,14,7,10,0.81,1072,0.24631,3.630317,0.658317,366
'Entire home/apt',77,14,6,1,0.81,-1,1.003601,4.257029,2.738618,130
'Entire home/apt',301,15,12,1,0.81,41,0.180364,2.709716,2.39288,750
'Entire home/apt',185,17,10,156,0.81,43,0.283481,3.002458,2.884655,236
'Entire home/apt',0,14,5,8,0.81,523,0.548952,3.438152,2.250721,280
'Entire home/apt',55,12,9,10,0.81,-1,0.234793,3.074666,2.350646,153
'Entire home/apt',41,9,9,16,0.81,-1,0.496179,6.374987,5.813963,294
'Entire home/apt',123,1,1,4,0.81,80,0.247279,4.156161,0.396326,100
'Private room',0,35,5,2,0.81,52,1.798762,3.615774,6.770189,35
'Entire home/apt',174,56,1,4,0.7,57,0.732152,3.831248,2.579562,500
'Private room',270,9,7,46,0.7,35,0.267271,3.750365,0.051793,55
'Entire home/apt',137,61,0,4,0.7,506,0.619639,8.046509,4.267528,78
'Entire home/apt',365,55,8,11,0.7,413,0.269119,3.183694,2.408317,270
'Entire home/apt',364,54,14,10,0.7,1108,0.063426,5.035517,1.435813,700
'Entire home/apt',0,51,0,1,0.7,76,0.096656,4.350732,0.996194,170
'Private room',0,45,20,1,0.7,66,0.385207,3.490355,2.558995,60
'Private room',0,42,10,7,0.7,139,0.346649,5.306496,1.508005,47
'Entire home/apt',0,28,12,1,0.7,1101,0.812064,4.514692,2.601267,285
'Private room',90,27,3,5,0.7,80,0.670407,6.441684,2.797675,72
'Entire home/apt',304,23,15,3,0.7,1228,0.405995,5.109397,2.017759,75
'Entire home/apt',85,17,6,2,0.7,172,0.443223,6.091944,5.734437,89
'Entire home/apt',350,13,11,10,0.7,-1,0.956102,4.536045,3.068426,124
'Entire home/apt',256,15,9,1,0.7,66,0.683887,5.397828,5.247496,98
'Entire home/apt',224,11,10,2,0.7,39,0.036889,3.11302,2.666512,350
'Entire home/apt',273,7,7,10,0.7,150,0.739977,5.325149,1.987875,84
'Private room',156,1,1,15,0.7,44,0.535562,1.82384,2.889723,551
'Entire home/apt',331,1,1,1,0.7,87,1.021255,3.570302,4.23013,83
'Entire home/apt',364,23,0,1,0.7,41,1.101428,7.678931,5.006696,350
'Entire home/apt',340,389,59,1,3.43,46,0.544545,4.007151,0.280191,160
'Entire home/apt',8,91,48,1,3.43,51,0.424474,3.327038,2.311455,113
'Entire home/apt',0,51,43,8,3.43,44,0.465168,4.38243,0.594552,99
'Entire home/apt',213,27,27,1,3.43,44,0.054839,2.907644,2.252271,296
'Entire home/apt',358,220,30,1,1.64,438,0.132817,8.514157,4.745856,90
'Entire home/apt',172,164,1,6,1.64,1144,0.269306,5.044451,1.242421,184
'Entire home/apt',142,122,24,79,1.64,40,0.499156,5.024197,1.256835,90
'Entire home/apt',113,104,18,4,1.64,65,0.146726,3.43169,1.016594,315
'Entire home/apt',2,95,15,4,1.64,1388,0.08272,3.332546,1.060417,315
'Entire home/apt',150,87,27,79,1.64,47,0.548026,5.31689,1.545637,79
'Entire home/apt',0,88,0,1,1.64,59,0.290154,5.986704,2.20877,56
'Entire home/apt',106,60,28,79,1.64,45,0.471398,3.554998,2.514403,78
'Entire home/apt',126,22,19,1,1.64,1054,0.458268,8.244777,4.46381,300
'Private room',22,29,15,39,1.64,62,0.175169,4.000867,0.764518,105
'Entire home/apt',348,27,17,156,1.64,52,0.232069,3.749443,0.996887,100
'Entire home/apt',360,19,19,3,1.64,954,0.549927,6.780849,5.785336,214
'Entire home/apt',290,18,18,1,1.64,52,0.35776,4.335791,0.623962,135
'Entire home/apt',54,19,19,2,1.64,77,0.412226,3.8584,2.005833,629
'Entire home/apt',345,4,4,3,1.64,73,1.108565,4.697463,2.900207,98
'Entire home/apt',156,3,3,4,1.64,73,0.663372,3.654199,5.249609,209
'Private room',179,7,7,3,1.64,44,1.174886,8.616692,5.431487,69
'Entire home/apt',8,15,15,1,1.64,37,1.562208,10.148214,6.431511,82
'Private room',155,116,2,2,0.87,40,1.306805,2.768924,5.894895,33
'Private room',343,65,8,2,0.87,37,0.581278,4.870384,1.09633,85
'Private room',337,90,16,3,0.87,40,0.374104,4.893847,2.034082,56
'Entire home/apt',348,61,17,4,0.87,47,0.58861,4.770794,1.790342,222
'Entire home/apt',356,56,6,1,0.87,84,0.385031,2.703781,4.056615,320
'Entire home/apt',319,41,1,2,0.87,72,0.254323,3.083714,2.899412,87
'Private room',14,36,0,1,0.87,63,0.705727,3.839609,2.705192,64
'Private room',116,14,13,4,0.87,-1,0.262635,2.918208,2.762049,64
'Entire home/apt',365,6,6,1,0.87,1072,0.347553,2.968752,5.272477,180
'Private room',307,4,4,6,0.87,151,0.982256,4.718619,2.777792,43
'Private room',106,2,2,1,0.87,188,0.374003,6.299353,6.534299,43
'Entire home/apt',255,57,7,2,0.87,977,0.278674,9.668732,5.874606,199
'Entire home/apt',134,50,0,1,0.55,41,0.991411,6.864233,3.078134,70
'Entire home/apt',76,40,5,2,0.55,38,0.543758,3.773742,2.926984,199
'Entire home/apt',0,37,0,3,0.55,325,0.298397,3.015891,2.910007,108
'Private room',173,26,0,1,0.55,64,0.433418,5.165415,2.034604,75
'Entire home/apt',0,21,3,16,0.55,1371,0.465764,3.926782,2.0316,60
'Private room',365,20,10,5,0.55,1242,0.801313,6.797618,3.092464,75
'Shared room',351,17,13,8,0.55,-1,0.293184,3.730119,0.51953,56
'Entire home/apt',0,18,0,1,0.55,43,0.760036,3.856901,2.434515,320
'Entire home/apt',34,17,3,1,0.55,36,1.02067,4.480114,2.78812,84
'Entire home/apt',0,15,0,1,0.55,1223,0.423983,4.095572,1.375423,600
'Private room',266,7,6,46,0.55,49,0.113074,5.84808,2.104284,33
'Entire home/apt',0,8,5,2,0.55,1357,0.954685,7.847493,4.051419,189
'Private room',0,7,4,4,0.55,39,0.779316,7.878148,4.099029,69
'Entire home/apt',0,6,6,1,0.55,38,0.610065,4.697542,1.748964,49
'Entire home/apt',263,3,3,3,0.55,192,0.345292,4.091792,2.042588,312
'Entire home/apt',344,3,3,2,0.55,99,0.645405,3.001867,3.890344,300
'Private room',344,43,5,1,0.55,-1,1.146441,9.514224,5.822737,55
'Private room',328,49,7,1,0.55,54,2.214718,7.682359,5.103522,95
'Entire home/apt',0,324,4,2,2.9,60,0.980087,6.916823,3.172065,229
'Entire home/apt',123,148,24,2,2.9,131,0.536036,5.303448,1.525234,275
'Private room',57,41,37,4,2.9,158,0.17269,6.219029,3.030959,64
'Entire home/apt',30,202,29,1,2.9,70,1.43938,5.501955,3.524768,89
'Entire home/apt',197,12,12,1,2.9,48,0.5144,10.244832,6.450205,230
'Entire home/apt',139,402,41,4,3.54,59,0.091106,3.977909,0.463217,143
'Private room',299,342,60,3,3.54,94,0.08742,4.255793,0.916717,101
'Entire home/apt',39,282,40,1,3.54,59,0.202614,2.947593,2.632807,155
'Entire home/apt',145,23,23,79,3.54,124,0.388519,5.322987,1.527092,107
'Entire home/apt',103,185,3,2,2.08,108,0.608869,4.58667,0.84757,118
'Entire home/apt',282,165,37,1,2.08,40,0.178445,2.293189,1.913466,385
'Entire home/apt',296,164,23,1,2.08,564,0.37488,6.311633,2.573424,90
'Entire home/apt',0,86,5,6,2.08,51,0.162534,3.578943,0.827249,204
'Entire home/apt',267,25,25,2,2.08,520,0.672142,5.144013,4.281915,149
'Entire home/apt',341,18,18,37,2.08,942,0.465289,2.947138,3.046685,143
'Entire home/apt',219,5,5,1,2.08,-1,0.254661,3.65883,0.875088,169
'Entire home/apt',272,196,10,3,1.34,73,0.153602,3.901458,0.668161,85
'Entire home/apt',306,120,2,1,1.34,81,0.274821,4.444449,1.17359,105
'Entire home/apt',312,116,9,1,1.34,149,0.229369,4.286985,0.625982,224
'Entire home/apt',124,86,3,8,1.34,1338,0.601129,8.099977,4.316672,99
'Entire home/apt',162,81,0,1,1.34,54,1.029074,3.794004,4.282028,232
'Shared room',361,70,4,33,1.34,39,0.276968,3.145711,3.197925,29
'Entire home/apt',307,54,16,156,1.34,1225,0.333304,4.26981,0.505541,205
'Entire home/apt',158,52,22,1,1.34,228,0.73211,5.157611,4.552929,84
'Private room',140,20,14,2,1.34,38,1.778331,6.658244,4.38045,64
'Private room',165,20,11,6,1.34,170,0.12443,4.322283,1.005466,91
'Entire home/apt',298,11,11,2,1.34,45,0.582184,4.698088,1.486931,171
'Entire home/apt',266,37,14,1,1.34,137,0.229387,3.595808,3.054086,1060
'Entire home/apt',310,3,3,1,1.34,90,0.456733,10.197501,6.401928,135
'Entire home/apt',120,165,30,5,1.24,1205,0.992535,6.407448,2.625799,118
'Entire home/apt',88,69,0,1,1.24,1337,0.671239,4.838836,1.571979,116
'Private room',256,127,2,1,1.24,74,0.861462,9.505342,5.714259,90
'Entire home/apt',305,67,19,1,1.24,1024,0.875349,4.065699,2.721828,122
'Entire home/apt',125,57,17,79,1.24,77,0.278021,3.545951,3.069874,75
'Entire home/apt',145,55,9,79,1.24,60,0.564757,4.562025,1.453564,100
'Entire home/apt',365,46,1,156,1.24,56,0.168948,4.351521,0.675368,256
'Entire home/apt',351,40,4,2,1.24,123,0.474708,3.82002,2.119507,166
'Private room',359,18,16,1,1.24,58,1.189723,5.537569,6.112608,63
'Private room',365,1,0,4,0.02,42,0.802405,9.420391,5.625868,90
'Entire home/apt',358,2,0,4,0.02,-1,0.696969,7.350312,4.173427,59
'Entire home/apt',0,2,0,1,0.02,178,0.495597,4.265648,1.379728,71
'Entire home/apt',0,2,0,1,0.02,94,0.303853,3.687345,0.932514,85
'Entire home/apt',0,1,0,1,0.02,58,0.275626,7.079204,3.611541,500
'Entire home/apt',0,2,0,1,0.02,65,0.135705,3.553789,0.78128,70
'Entire home/apt',104,1,0,1,0.02,304,0.627193,3.776941,2.841144,95
'Entire home/apt',356,1,0,11,0.02,116,0.10207,3.308045,0.541044,342
'Entire home/apt',175,1,0,1,0.02,1207,0.562077,4.50669,1.533368,117
'Entire home/apt',0,1,0,1,0.02,57,0.171865,3.467765,0.971397,130
'Private room',0,1,0,2,0.02,1022,0.974125,6.016838,3.373304,100
'Shared room',0,1,0,1,0.02,843,0.948286,6.229419,3.125895,25
'Private room',0,1,0,1,0.02,649,0.087043,6.380129,2.777314,150
'Entire home/apt',0,1,0,1,0.02,51,0.723088,7.92897,4.15158,140
'Entire home/apt',0,1,0,1,0.02,50,0.362794,3.766656,0.221222,107
'Entire home/apt',0,1,0,1,0.02,47,0.158328,4.044611,0.315273,200
'Entire home/apt',0,1,0,1,0.02,42,0.508911,6.988603,3.328152,155
'Private room',0,1,0,5,0.02,91,0.731568,8.004202,4.215592,80
'Private room',0,1,0,1,0.02,684,0.459457,4.510157,1.643872,50
'Entire home/apt',0,1,0,1,0.02,88,0.408924,5.550652,1.799746,307
'Entire home/apt',0,1,0,1,0.02,53,0.16377,5.086775,1.307263,100
'Entire home/apt',0,1,0,1,0.02,703,1.31419,4.01011,4.617939,125
'Private room',0,1,0,2,0.02,432,0.624141,6.511653,2.997999,80
'Entire home/apt',0,1,0,1,0.02,190,1.351347,7.34874,3.556721,55
'Shared room',0,1,0,1,0.02,129,0.446764,4.726566,1.042644,28
'Entire home/apt',0,1,0,1,0.02,35,0.163531,6.964785,3.643037,125
'Entire home/apt',0,1,0,4,0.02,44,0.219779,3.444596,1.117904,199
'Private room',0,1,0,1,0.02,38,0.27325,6.493998,5.368017,50
'Entire home/apt',0,1,0,1,0.02,52,0.217391,4.167019,0.583183,135
'Entire home/apt',0,1,0,4,0.02,59,0.130254,3.408506,1.031277,269
'Private room',0,1,0,1,0.02,949,0.521178,4.619021,0.816968,79
'Private room',0,1,0,3,0.02,49,0.559441,8.060442,4.296185,40
'Entire home/apt',224,1,0,235,0.02,50,0.135202,3.098941,1.100385,180
'Private room',0,1,0,3,0.02,44,1.139929,5.859978,3.458961,29
'Entire home/apt',0,1,0,1,0.02,80,0.275872,3.797132,0.533904,120
'Entire home/apt',270,1,0,235,0.02,61,0.302162,3.73767,1.065983,171
'Entire home/apt',339,1,0,235,0.02,655,0.179731,4.689572,1.009407,234
'Entire home/apt',0,1,0,1,0.02,60,1.096507,5.262655,2.21509,60
'Entire home/apt',151,1,0,2,0.02,313,0.207741,4.187909,0.697187,235
'Entire home/apt',317,2,0,1,0.02,79,0.89396,7.748008,4.63491,350
'Private room',290,1,0,2,0.02,950,0.28527,5.165645,7.737337,85
'Private room',169,94,36,1,0.88,1286,0.995054,4.161809,2.671226,145
'Private room',76,80,2,3,0.88,-1,0.544244,5.354043,2.80905,90
'Entire home/apt',288,69,17,19,0.88,71,0.434542,3.289778,2.271197,201
'Entire home/apt',0,61,9,1,0.88,64,0.307744,5.304779,1.504327,225
'Shared room',179,60,1,18,0.88,110,0.169223,5.215606,1.450556,46
'Entire home/apt',206,52,5,4,0.88,39,0.31304,4.097108,0.594866,120
'Entire home/apt',5,45,11,1,0.88,-1,0.745066,6.888086,5.969453,61
'Entire home/apt',1,34,15,1,0.88,52,0.581749,3.653106,2.49176,135
'Private room',0,42,0,2,0.88,116,0.416178,7.551646,3.990204,38
'Entire home/apt',320,42,19,20,0.88,154,0.406211,4.227566,1.184602,305
'Entire home/apt',256,32,0,2,0.88,49,0.705884,7.914548,4.149736,488
'Entire home/apt',359,29,12,4,0.88,165,0.085221,4.055119,0.395958,355
'Private room',81,29,1,4,0.88,1210,0.600026,6.68864,3.28833,60
'Entire home/apt',356,29,19,2,0.88,46,0.725431,7.331582,3.627782,95
'Private room',170,27,8,4,0.88,346,0.283379,4.24678,0.562526,320
'Entire home/apt',38,18,7,4,0.88,960,0.523046,4.307128,1.383248,90
'Entire home/apt',166,16,9,1,0.88,107,0.238054,3.435179,3.484813,88
'Entire home/apt',275,8,8,1,0.88,38,0.953488,8.137183,4.48572,100
'Private room',347,1,1,46,0.88,70,0.595638,4.803848,1.4917,35
'Entire home/apt',264,1,1,156,0.88,710,0.522798,3.819212,2.178112,842
'Private room',59,1,1,5,0.88,506,0.605033,9.327833,5.539366,60
'Entire home/apt',1,1,1,1,0.88,43,0.455284,10.139975,6.346962,143
'Entire home/apt',179,61,0,1,0.54,-1,0.181381,4.382306,0.807418,160
'Entire home/apt',6,38,8,1,0.54,53,0.162135,3.581649,3.341783,113
'Entire home/apt',317,36,9,1,0.54,45,0.739375,4.122126,1.107757,1050
'Entire home/apt',309,36,12,1,0.54,195,0.539302,4.4643,0.663656,95
'Hotel room',355,32,9,33,0.54,61,0.303092,3.17019,3.335176,25
'Entire home/apt',0,30,0,1,0.54,129,0.726678,5.252884,1.92972,98
'Private room',34,29,17,1,0.54,365,0.399616,4.99238,1.27248,84
'Entire home/apt',67,23,17,2,0.54,153,0.203585,3.863708,0.501984,155
'Entire home/apt',0,26,0,1,0.54,-1,0.593343,2.070507,4.713195,70
'Entire home/apt',0,21,0,8,0.54,37,0.226325,2.761187,2.083388,299
'Entire home/apt',16,18,6,1,0.54,80,0.526331,2.337648,5.067458,103
'Entire home/apt',70,14,0,1,0.54,118,0.315968,4.289588,0.569045,150
'Entire home/apt',0,13,0,2,0.54,136,0.335206,5.0742,1.343185,91
'Private room',106,6,6,12,0.54,438,0.127861,5.901253,4.936805,40
'Entire home/apt',270,5,5,33,0.54,52,0.566313,4.50715,0.708385,65
'Entire home/apt',139,9,8,1,0.54,983,0.354629,6.262694,2.552478,80
'Entire home/apt',321,7,6,33,0.54,135,0.513812,4.514066,0.712224,70
'Entire home/apt',105,5,5,1,0.54,67,0.562296,3.812232,2.226483,120
'Entire home/apt',292,2,2,235,0.54,206,0.551379,3.922567,2.158898,140
'Private room',102,19,0,1,0.54,204,0.463239,9.382666,5.587629,60
'Entire home/apt',86,18,1,1,0.17,74,0.687423,3.809458,1.396667,999
'Entire home/apt',13,14,4,2,0.17,446,0.712714,5.780825,1.98848,150
'Entire home/apt',0,15,0,2,0.17,38,0.5804,4.61659,1.266755,75
'Entire home/apt',285,13,1,3,0.17,107,0.565481,5.363991,2.829494,100
'Entire home/apt',0,12,0,1,0.17,43,0.559873,4.718414,1.464186,285
'Private room',197,12,2,9,0.17,42,0.663885,3.808838,1.349619,214
'Entire home/apt',0,12,0,1,0.17,1154,0.652681,4.744531,0.962243,139
'Entire home/apt',0,12,0,1,0.17,37,0.352376,4.161399,0.363073,94
'Shared room',365,11,1,7,0.17,476,0.454022,4.54278,1.351626,70
'Entire home/apt',277,11,4,32,0.17,159,2.206521,5.771623,3.487353,103
'Entire home/apt',303,10,4,10,0.17,59,0.153073,3.269505,3.227177,500
'Entire home/apt',0,9,0,1,0.17,38,1.740107,6.352175,4.140826,95
'Entire home/apt',0,8,0,1,0.17,142,0.349283,5.532677,1.763947,105
'Private room',77,7,2,5,0.17,354,0.627602,6.399115,2.752488,72
'Entire home/apt',55,7,4,156,0.17,-1,0.316668,2.83458,2.667702,191
'Entire home/apt',107,3,1,157,0.17,135,0.234663,3.388567,1.069815,128
'Entire home/apt',291,3,2,157,0.17,353,0.172956,3.348044,3.379492,73
'Entire home/apt',0,2,2,1,0.17,732,0.799828,6.733947,3.00085,120
'Entire home/apt',46,2,2,1,0.17,416,0.8457,6.770078,3.005643,86
'Private room',59,2,2,9,0.17,42,0.471054,4.146265,2.191493,73
'Entire home/apt',0,1,1,3,0.17,948,0.535776,2.115362,4.693603,78
'Entire home/apt',0,2,2,1,0.17,41,0.139331,1.943348,2.494123,172
'Private room',163,2,2,1,0.17,232,0.443716,4.122859,1.205858,90
'Entire home/apt',296,1,1,33,0.17,349,0.397638,3.925722,0.435746,99
'Entire home/apt',172,7,2,2,0.17,73,0.239237,3.272383,1.884625,72
'Entire home/apt',132,8,2,3,0.17,80,1.203328,9.682624,5.970579,89
'Entire home/apt',269,3,2,31,0.17,80,0.136506,3.388179,2.023993,68
'Entire home/apt',59,255,38,2,2.27,-1,0.200349,4.05682,1.85079,210
'Entire home/apt',327,143,37,1,2.27,99,0.44967,7.160281,3.642572,108
'Entire home/apt',45,157,23,2,2.27,57,1.396313,6.645241,4.030162,82
'Entire home/apt',253,156,29,1,2.27,93,0.172278,4.666823,0.948962,170
'Entire home/apt',121,157,21,79,2.27,50,0.414579,4.10644,0.462779,144
'Entire home/apt',346,87,34,11,2.27,-1,0.30169,4.26375,0.644822,144
'Entire home/apt',32,48,31,31,2.27,130,0.969864,4.238862,1.553891,104
'Entire home/apt',155,31,21,1,2.27,157,0.35995,6.060887,5.255032,88
'Entire home/apt',334,9,9,1,2.27,44,0.339993,10.108414,6.306711,127
'Entire home/apt',165,40,30,4,2.27,59,0.347488,3.551753,2.308981,271
'Private room',159,350,40,14,3.09,38,0.427007,1.898804,2.774316,70
'Entire home/apt',251,286,40,1,3.09,63,0.511499,4.580366,1.409584,120
'Entire home/apt',150,187,31,1,3.09,38,0.057045,3.411027,0.894718,202
'Private room',88,164,34,8,3.09,192,0.252296,5.89689,5.49003,42
'Entire home/apt',131,133,30,1,3.09,61,0.342752,6.836049,3.572983,109
'Entire home/apt',0,76,28,1,3.09,49,1.794733,2.268,5.74517,70
'Entire home/apt',73,7,7,5,3.09,667,0.612358,4.640402,1.510116,121
'Entire home/apt',0,7,7,11,3.09,53,0.950765,4.719535,2.746096,159
'Entire home/apt',119,147,10,1,1.15,412,0.310273,4.046648,0.627991,180
'Private room',0,75,0,2,1.15,55,0.096086,4.396999,0.997714,55
'Entire home/apt',0,74,0,1,1.15,871,1.399549,7.203543,3.403984,98
'Entire home/apt',347,49,20,2,1.15,56,0.995148,7.312585,3.566946,121
'Entire home/apt',4,5,5,1,1.15,44,0.404178,4.657707,1.29805,225
'Entire home/apt',0,19,2,1,1.15,57,0.714092,4.875694,1.614353,85
'Entire home/apt',179,17,13,1,1.15,74,0.573461,6.435695,2.656585,499
'Entire home/apt',89,13,13,3,1.15,70,0.138002,4.198226,0.891499,180
'Entire home/apt',216,8,8,1,1.15,110,0.436321,3.572851,2.873924,235
'Entire home/apt',108,10,10,3,1.15,780,0.303784,4.245766,2.081797,165
'Entire home/apt',5,2,2,11,1.15,75,0.954372,4.783024,2.746215,100
'Entire home/apt',365,6,6,3,1.15,44,0.508029,8.219381,4.888703,125
'Entire home/apt',299,60,1,1,0.47,252,0.481301,4.313416,0.512726,149
'Entire home/apt',59,47,4,8,0.47,271,0.527726,5.370651,1.588199,90
'Entire home/apt',0,31,12,1,0.47,88,0.523104,4.475642,0.702122,749
'Entire home/apt',0,30,0,4,0.47,54,0.236003,3.813882,0.496842,511
'Hotel room',338,29,10,33,0.47,159,0.256145,3.166154,3.19905,26
'Private room',321,27,3,12,0.47,-1,0.192539,4.145026,0.559931,140
'Entire home/apt',346,23,3,1,0.47,152,0.660479,4.760516,1.712221,270
'Entire home/apt',154,20,1,1,0.47,158,0.283715,4.259473,0.557364,237
'Entire home/apt',0,18,4,1,0.47,444,0.966908,4.062509,4.915891,250
'Entire home/apt',0,19,0,1,0.47,785,0.645664,3.748968,2.577173,140
'Entire home/apt',331,5,5,1,0.47,74,0.222447,4.255916,1.04216,163
'Entire home/apt',184,1,1,96,0.47,70,0.30126,2.186469,2.056427,201
'Entire home/apt',336,4,4,2,0.47,45,0.190039,5.920138,4.992672,99
'Private room',54,4,4,1,0.47,43,1.18245,7.643714,3.84424,35
'Entire home/apt',307,4,4,3,0.47,118,0.156465,3.571117,2.796751,999
'Entire home/apt',0,13,7,1,0.19,130,2.097496,5.921109,3.544999,115
'Entire home/apt',270,21,2,6,0.19,-1,0.286877,5.241259,1.440436,85
'Private room',342,17,1,12,0.19,731,0.358904,4.298081,0.531682,73
'Entire home/apt',349,19,0,1,0.19,275,0.276228,4.971659,1.196583,114
'Private room',365,9,2,3,0.19,74,0.39477,4.899975,1.170806,63
'Entire home/apt',85,13,0,1,0.19,723,0.489258,3.617397,2.181747,155
'Entire home/apt',359,16,5,1,0.19,443,1.293607,4.790358,2.587283,264
'Private room',319,14,3,3,0.19,295,0.405067,4.910324,1.180493,68
'Entire home/apt',358,13,0,1,0.19,39,0.229454,3.739684,0.583998,250
'Private room',288,12,0,12,0.19,143,0.120983,5.894283,4.9296,50
'Entire home/apt',360,11,3,1,0.19,393,0.094469,5.142749,1.350018,300
'Entire home/apt',0,10,0,3,0.19,123,1.085514,4.584292,2.264679,265
'Entire home/apt',177,10,2,10,0.19,-1,0.34735,4.212852,1.121768,287
'Shared room',362,10,5,1,0.19,52,0.421623,6.757941,3.173966,176
'Private room',0,10,0,3,0.19,185,0.435499,3.70844,2.1152,80
'Entire home/apt',148,9,4,1,0.19,55,0.534016,5.680776,1.879545,270
'Private room',179,8,0,1,0.19,55,1.166547,6.989218,3.193153,100
'Private room',251,7,3,46,0.19,102,0.088499,5.979287,2.232101,39
'Private room',317,7,0,3,0.19,522,0.533603,2.82268,4.193365,100
'Entire home/apt',307,6,3,157,0.19,118,0.346285,4.180773,0.508664,121
'Entire home/apt',0,4,0,1,0.19,185,1.262543,5.00017,2.158794,89
'Entire home/apt',178,5,2,157,0.19,63,0.304757,2.509368,2.407891,142
'Shared room',306,6,1,6,0.19,1067,0.452042,4.391411,0.798284,71
'Entire home/apt',277,4,3,157,0.19,-1,0.219959,3.489769,1.02131,87
'Entire home/apt',293,4,2,157,0.19,62,0.223653,3.505524,1.01624,86
'Entire home/apt',43,5,2,1,0.19,285,0.218445,2.93147,2.474581,200
'Entire home/apt',365,3,2,156,0.19,426,0.277047,2.885067,2.719235,98
'Entire home/apt',77,4,1,1,0.19,163,0.622852,5.888063,2.529583,650
'Entire home/apt',349,2,2,96,0.19,430,0.379415,4.353832,0.625647,109
'Entire home/apt',305,3,1,33,0.19,961,0.522659,4.638377,0.83628,76
'Private room',215,2,2,6,0.19,47,0.274413,4.18416,0.418049,308
'Private room',274,1,1,6,0.19,318,0.382078,4.25484,0.462045,330
'Private room',74,3,2,3,0.19,949,0.074688,3.92819,3.43328,43
'Private room',319,3,0,8,0.19,564,0.065824,2.896572,2.320867,335
'Entire home/apt',0,1,1,96,0.19,506,0.451358,4.676668,0.877653,112
'Private room',349,12,3,2,0.19,1073,0.53518,4.001188,2.275572,100
'Entire home/apt',110,6,3,6,0.19,550,0.170376,3.348312,2.019392,177
'Entire home/apt',0,173,0,1,1.87,94,0.077617,4.455538,0.821473,155
'Private room',258,110,10,10,1.87,44,0.492869,5.228827,1.548713,54
'Entire home/apt',352,84,17,2,1.87,77,0.632647,3.269409,3.767341,140
'Entire home/apt',32,76,22,1,1.87,1202,0.149821,4.384593,0.779527,400
'Entire home/apt',43,57,33,6,1.87,56,0.685541,4.141893,1.052159,283
'Entire home/apt',25,2,2,2,1.87,59,0.359276,3.395555,2.451841,500
'Entire home/apt',353,19,19,1,1.87,563,0.499679,2.568265,5.263186,98
'Entire home/apt',330,16,16,37,1.87,61,0.460167,3.758892,1.108642,258
'Private room',356,2,2,11,1.87,62,1.015723,4.734664,2.811252,50
'Entire home/apt',124,2,2,1,1.87,362,0.564049,3.500325,2.291857,125
'Entire home/apt',16,33,19,2,1.87,1151,1.425895,9.481753,5.779883,787
'Entire home/apt',0,1,0,2,0.03,36,0.441324,3.856956,2.051389,129
'Private room',331,2,1,7,0.03,1175,0.387691,4.516543,1.287555,115
'Entire home/apt',356,3,0,13,0.03,1164,0.102028,3.308033,0.540986,294
'Private room',358,2,0,1,0.03,514,0.70184,7.406155,4.03771,65
'Entire home/apt',365,3,0,3,0.03,236,0.304138,6.238167,2.493801,350
'Entire home/apt',362,2,0,13,0.03,36,0.102028,3.308033,0.540986,364
